Symbol,buyerMemberId,sellerMemberId,volume,rate,amount,transaction_time,Contract ID
NIBLSTF,7,57,889,9.02,8018.78,"2026-04-28, 2:56:05:187 PM",2026042801106932
NIBLSTF,38,57,1000,9.04,9040.0,"2026-04-28, 2:56:05:187 PM",2026042801106931
NIBLSTF,25,57,1000,9.05,9050.0,"2026-04-28, 2:56:05:187 PM",2026042801106930
NIBLSTF,51,57,1000,9.06,9060.0,"2026-04-28, 2:56:05:187 PM",2026042801106929
NIBLSTF,14,57,9716,9.07,88124.12000000001,"2026-04-28, 2:56:05:187 PM",2026042801106928
NIBLSTF,14,91,284,9.07,2575.88,"2026-04-28, 2:55:48:414 PM",2026042801106633
NIBLSTF,58,25,100,9.1,910.0,"2026-04-28, 2:51:43:267 PM",2026042801103924
NIBLSTF,41,25,900,9.11,8199.0,"2026-04-28, 2:51:29:320 PM",2026042801103781
NIBLSTF,42,25,3000,9.15,27450.0,"2026-04-28, 2:43:44:797 PM",2026042801099567
NIBLSTF,58,7,100,9.1,910.0,"2026-04-28, 2:20:38:627 PM",2026042801088010
NIBLSTF,58,35,100,9.1,910.0,"2026-04-28, 2:08:38:573 PM",2026042801082614
NIBLSTF,58,7,100,9.1,910.0,"2026-04-28, 1:48:08:326 PM",2026042801074607
NIBLSTF,42,48,100,9.2,920.0,"2026-04-28, 1:41:55:462 PM",2026042801072650
NIBLSTF,58,7,100,9.1,910.0,"2026-04-28, 1:38:47:013 PM",2026042801071886
NIBLSTF,14,76,1000,9.2,9200.0,"2026-04-28, 12:21:59:288 PM",2026042801047152
NIBLSTF,14,58,100,9.2,920.0,"2026-04-28, 12:21:59:288 PM",2026042801047151
NIBLSTF,14,52,100,9.2,920.0,"2026-04-28, 12:21:59:288 PM",2026042801047150
NIBLSTF,51,65,100,9.06,906.0,"2026-04-28, 12:20:13:085 PM",2026042801046366
NIBLSTF,38,49,100,9.09,909.0,"2026-04-28, 11:58:31:108 AM",2026042801036883
NIBLSTF,51,49,100,9.08,908.0,"2026-04-28, 11:49:10:040 AM",2026042801032148
NIBLSTF,38,1,100,9.08,908.0,"2026-04-28, 11:40:59:683 AM",2026042801028061
NIBLSTF,38,39,100,9.01,901.0,"2026-04-28, 11:18:28:819 AM",2026042801014024
