Symbol,buyerMemberId,sellerMemberId,volume,rate,amount,transaction_time,Contract ID
CSY,25,58,1100,9.37,10307.0,"2026-04-28, 2:54:12:502 PM",2026042801105645
CSY,8,58,120,9.36,1123.1999999999998,"2026-04-28, 2:48:04:144 PM",2026042801102000
CSY,58,58,3900,9.37,36543.0,"2026-04-28, 2:46:14:163 PM",2026042801100991
CSY,58,58,100,9.37,937.0,"2026-04-28, 2:45:41:857 PM",2026042801100715
CSY,58,49,100,9.37,937.0,"2026-04-28, 2:37:26:200 PM",2026042801095487
CSY,25,89,300,9.4,2820.0,"2026-04-28, 2:34:57:461 PM",2026042801094287
CSY,58,7,100,9.37,937.0,"2026-04-28, 2:29:29:328 PM",2026042801091853
CSY,8,68,100,9.36,936.0,"2026-04-28, 2:11:48:349 PM",2026042801084117
CSY,8,38,100,9.36,936.0,"2026-04-28, 2:01:52:874 PM",2026042801079766
CSY,8,49,100,9.36,936.0,"2026-04-28, 1:58:49:438 PM",2026042801078542
CSY,8,58,100,9.36,936.0,"2026-04-28, 1:57:45:425 PM",2026042801078131
CSY,8,58,100,9.36,936.0,"2026-04-28, 1:57:36:262 PM",2026042801078065
CSY,8,58,100,9.36,936.0,"2026-04-28, 1:57:28:739 PM",2026042801078019
CSY,8,58,100,9.36,936.0,"2026-04-28, 1:55:05:312 PM",2026042801077028
CSY,8,96,100,9.45,945.0,"2026-04-28, 1:49:15:399 PM",2026042801074987
CSY,8,36,100,9.44,944.0,"2026-04-28, 1:49:15:398 PM",2026042801074986
CSY,8,58,100,9.41,941.0,"2026-04-28, 1:49:15:398 PM",2026042801074985
CSY,8,49,100,9.4,940.0,"2026-04-28, 1:49:15:398 PM",2026042801074984
CSY,8,7,100,9.35,935.0,"2026-04-28, 1:49:15:398 PM",2026042801074983
CSY,58,11,100,9.34,934.0,"2026-04-28, 1:49:15:358 PM",2026042801074982
CSY,58,7,100,9.34,934.0,"2026-04-28, 1:47:23:330 PM",2026042801074357
CSY,58,58,100,9.34,934.0,"2026-04-28, 1:33:40:585 PM",2026042801070297
CSY,58,22,100,9.34,934.0,"2026-04-28, 1:26:05:522 PM",2026042801068484
CSY,58,38,100,9.34,934.0,"2026-04-28, 1:25:59:373 PM",2026042801068455
CSY,58,38,100,9.34,934.0,"2026-04-28, 1:23:45:622 PM",2026042801068027
CSY,16,6,100,9.35,935.0,"2026-04-28, 1:19:03:901 PM",2026042801066857
CSY,16,51,100,9.35,935.0,"2026-04-28, 1:15:56:163 PM",2026042801066106
CSY,58,80,100,9.34,934.0,"2026-04-28, 1:01:35:278 PM",2026042801062165
CSY,58,58,100,9.34,934.0,"2026-04-28, 12:57:06:757 PM",2026042801060896
CSY,58,34,6000,9.4,56400.0,"2026-04-28, 12:46:43:178 PM",2026042801057871
CSY,58,58,100,9.34,934.0,"2026-04-28, 12:41:40:384 PM",2026042801056134
CSY,58,52,100,9.33,933.0,"2026-04-28, 12:38:23:883 PM",2026042801054792
CSY,58,52,100,9.32,932.0,"2026-04-28, 12:30:42:443 PM",2026042801051020
CSY,58,4,100,9.32,932.0,"2026-04-28, 12:30:00:338 PM",2026042801050764
CSY,8,89,100,9.31,931.0,"2026-04-28, 12:14:13:981 PM",2026042801043869
CSY,8,83,500,9.31,4655.0,"2026-04-28, 12:14:00:200 PM",2026042801043768
CSY,8,89,100,9.31,931.0,"2026-04-28, 12:11:56:915 PM",2026042801042954
CSY,8,49,100,9.31,931.0,"2026-04-28, 12:09:45:368 PM",2026042801042077
CSY,57,58,100,9.3,930.0,"2026-04-28, 12:02:54:786 PM",2026042801038967
CSY,57,22,100,9.3,930.0,"2026-04-28, 12:02:02:544 PM",2026042801038631
CSY,57,58,100,9.3,930.0,"2026-04-28, 11:58:16:150 AM",2026042801036789
CSY,57,58,100,9.3,930.0,"2026-04-28, 11:55:08:292 AM",2026042801035080
CSY,57,58,100,9.3,930.0,"2026-04-28, 11:53:49:078 AM",2026042801034467
CSY,22,49,100,9.45,945.0,"2026-04-28, 11:53:36:060 AM",2026042801034366
CSY,22,45,100,9.45,945.0,"2026-04-28, 11:53:36:059 AM",2026042801034365
CSY,22,58,100,9.45,945.0,"2026-04-28, 11:53:36:059 AM",2026042801034364
CSY,57,22,100,9.3,930.0,"2026-04-28, 11:48:58:949 AM",2026042801032072
CSY,57,58,100,9.3,930.0,"2026-04-28, 11:48:30:889 AM",2026042801031865
CSY,57,76,100,9.3,930.0,"2026-04-28, 11:47:53:772 AM",2026042801031566
CSY,57,83,100,9.3,930.0,"2026-04-28, 11:42:54:160 AM",2026042801028998
CSY,57,76,100,9.3,930.0,"2026-04-28, 11:38:13:718 AM",2026042801026693
CSY,58,42,400,9.27,3708.0,"2026-04-28, 11:36:57:017 AM",2026042801025810
CSY,58,58,100,9.27,927.0,"2026-04-28, 11:36:43:632 AM",2026042801025528
CSY,58,13,100,9.27,927.0,"2026-04-28, 11:35:33:809 AM",2026042801024585
CSY,58,42,100,9.27,927.0,"2026-04-28, 11:34:14:554 AM",2026042801023622
CSY,58,47,100,9.27,927.0,"2026-04-28, 11:33:51:798 AM",2026042801023333
CSY,58,22,100,9.27,927.0,"2026-04-28, 11:33:49:216 AM",2026042801023319
CSY,8,58,100,9.26,926.0,"2026-04-28, 11:31:40:878 AM",2026042801021976
CSY,8,49,200,9.27,1854.0,"2026-04-28, 11:25:40:654 AM",2026042801018340
CSY,8,58,100,9.27,927.0,"2026-04-28, 11:22:25:114 AM",2026042801016654
CSY,8,4,300,9.27,2781.0,"2026-04-28, 11:14:47:185 AM",2026042801011573
CSY,8,45,100,9.27,927.0,"2026-04-28, 11:14:02:567 AM",2026042801011051
CSY,8,58,200,9.27,1854.0,"2026-04-28, 11:12:09:575 AM",2026042801009502
CSY,8,49,100,9.13,913.0,"2026-04-28, 11:12:09:575 AM",2026042801009501
CSY,42,58,110,9.13,1004.3,"2026-04-28, 11:09:48:218 AM",2026042801007846
