stockSymbol,buyerMemberId,sellerMemberId,quantity,rate,amount,transaction_time,contractId
HDHPC,65,32,100,225.0,22500.0,2026-04-28 14:59:57.663,2026042804015028
HDHPC,49,43,269,224.0,60256.0,2026-04-28 14:59:53.163,2026042804014968
HDHPC,8,43,194,224.1,43475.4,2026-04-28 14:59:53.162,2026042804014967
HDHPC,21,43,400,224.5,89800.0,2026-04-28 14:59:53.161,2026042804014966
HDHPC,42,43,137,224.6,30770.2,2026-04-28 14:59:53.160,2026042804014965
HDHPC,86,32,39,225.0,8775.0,2026-04-28 14:59:50.821,2026042804014949
HDHPC,86,14,461,224.9,103678.9,2026-04-28 14:59:50.820,2026042804014948
HDHPC,42,56,163,224.6,36609.8,2026-04-28 14:59:49.913,2026042804014944
HDHPC,58,56,25,224.6,5615.0,2026-04-28 14:59:46.859,2026042804014923
HDHPC,21,57,100,224.5,22450.0,2026-04-28 14:59:45.852,2026042804014917
HDHPC,21,42,500,224.5,112250.0,2026-04-28 14:59:38.685,2026042804014845
HDHPC,64,56,92,224.6,20663.2,2026-04-28 14:59:30.075,2026042804014713
HDHPC,64,74,158,224.6,35486.8,2026-04-28 14:59:30.075,2026042804014712
HDHPC,49,95,503,224.0,112672.0,2026-04-28 14:59:22.440,2026042804014670
HDHPC,39,95,200,224.0,44800.0,2026-04-28 14:59:22.439,2026042804014669
HDHPC,42,95,50,224.0,11200.0,2026-04-28 14:59:22.439,2026042804014668
HDHPC,32,95,693,224.0,155232.0,2026-04-28 14:59:22.438,2026042804014667
HDHPC,35,95,300,224.5,67350.0,2026-04-28 14:59:22.438,2026042804014666
HDHPC,40,95,250,224.5,56125.0,2026-04-28 14:59:22.437,2026042804014665
HDHPC,42,95,500,224.5,112250.0,2026-04-28 14:59:22.436,2026042804014664
HDHPC,46,95,750,224.6,168450.0,2026-04-28 14:59:22.436,2026042804014663
HDHPC,46,34,200,224.6,44920.0,2026-04-28 14:59:20.325,2026042804014639
HDHPC,48,14,1500,224.9,337350.0,2026-04-28 14:59:20.148,2026042804014638
HDHPC,38,14,782,224.9,175871.80000000002,2026-04-28 14:59:20.044,2026042804014636
HDHPC,49,14,10,224.9,2249.0,2026-04-28 14:59:19.231,2026042804014634
HDHPC,46,39,50,224.6,11230.0,2026-04-28 14:59:08.814,2026042804014579
HDHPC,32,95,1307,224.0,292768.0,2026-04-28 14:58:37.052,2026042804014377
HDHPC,42,95,800,224.0,179200.0,2026-04-28 14:58:37.052,2026042804014376
HDHPC,49,95,1500,224.0,336000.0,2026-04-28 14:58:37.052,2026042804014375
HDHPC,45,95,158,224.0,35392.0,2026-04-28 14:58:37.052,2026042804014374
HDHPC,38,95,1000,224.1,224100.0,2026-04-28 14:58:37.052,2026042804014373
HDHPC,44,95,200,224.1,44820.0,2026-04-28 14:58:37.051,2026042804014372
HDHPC,94,95,35,224.2,7847.0,2026-04-28 14:58:37.051,2026042804014371
HDHPC,94,13,10,224.2,2242.0,2026-04-28 14:58:32.726,2026042804014355
HDHPC,94,34,1000,224.2,224200.0,2026-04-28 14:58:31.322,2026042804014352
HDHPC,42,14,17,224.9,3823.3,2026-04-28 14:58:20.993,2026042804014307
HDHPC,94,13,555,224.2,124431.0,2026-04-28 14:58:08.040,2026042804014257
HDHPC,17,13,50,224.2,11210.0,2026-04-28 14:58:08.039,2026042804014256
HDHPC,51,13,500,224.5,112250.0,2026-04-28 14:58:08.039,2026042804014255
HDHPC,21,13,395,224.5,88677.5,2026-04-28 14:58:08.039,2026042804014254
HDHPC,21,22,120,224.5,26940.0,2026-04-28 14:57:59.003,2026042804014207
HDHPC,6,14,50,224.9,11245.0,2026-04-28 14:57:50.118,2026042804014156
HDHPC,36,14,10,224.9,2249.0,2026-04-28 14:57:49.515,2026042804014152
HDHPC,46,14,200,224.9,44980.0,2026-04-28 14:57:38.484,2026042804014103
HDHPC,21,48,485,224.5,108882.5,2026-04-28 14:57:38.297,2026042804014101
HDHPC,58,48,15,224.8,3372.0,2026-04-28 14:57:38.297,2026042804014100
HDHPC,21,14,500,224.9,112450.0,2026-04-28 14:57:35.951,2026042804014093
HDHPC,42,14,200,224.9,44980.0,2026-04-28 14:57:25.666,2026042804014054
HDHPC,21,14,270,224.9,60723.0,2026-04-28 14:57:22.345,2026042804014040
HDHPC,89,95,200,225.0,45000.0,2026-04-28 14:57:18.319,2026042804014021
HDHPC,56,95,40,225.0,9000.0,2026-04-28 14:56:42.794,2026042804013947
HDHPC,46,95,200,225.0,45000.0,2026-04-28 14:56:41.777,2026042804013946
HDHPC,56,95,1100,225.0,247500.0,2026-04-28 14:56:33.386,2026042804013934
HDHPC,17,39,50,224.2,11210.0,2026-04-28 14:56:32.219,2026042804013932
HDHPC,58,95,214,225.0,48150.0,2026-04-28 14:56:31.985,2026042804013931
HDHPC,58,40,100,225.0,22500.0,2026-04-28 14:56:31.984,2026042804013930
HDHPC,58,34,86,225.0,19350.0,2026-04-28 14:56:31.983,2026042804013929
HDHPC,17,57,100,224.2,22420.0,2026-04-28 14:56:26.430,2026042804013894
HDHPC,17,62,200,224.2,44840.0,2026-04-28 14:56:11.023,2026042804013858
HDHPC,17,48,100,224.2,22420.0,2026-04-28 14:55:49.511,2026042804013786
HDHPC,21,38,15,224.1,3361.5,2026-04-28 14:55:23.950,2026042804013683
HDHPC,21,35,15,224.1,3361.5,2026-04-28 14:55:10.070,2026042804013623
HDHPC,45,39,50,224.0,11200.0,2026-04-28 14:54:56.091,2026042804013576
HDHPC,45,95,292,224.0,65408.0,2026-04-28 14:54:56.091,2026042804013575
HDHPC,21,95,1000,224.0,224000.0,2026-04-28 14:54:54.979,2026042804013573
HDHPC,14,95,200,224.0,44800.0,2026-04-28 14:54:43.189,2026042804013499
HDHPC,46,95,200,224.0,44800.0,2026-04-28 14:54:34.910,2026042804013406
HDHPC,39,95,100,224.0,22400.0,2026-04-28 14:54:34.910,2026042804013405
HDHPC,33,95,500,224.0,112000.0,2026-04-28 14:54:34.910,2026042804013404
HDHPC,42,95,258,224.0,57792.0,2026-04-28 14:54:34.910,2026042804013403
HDHPC,58,95,150,224.1,33615.0,2026-04-28 14:54:34.909,2026042804013402
HDHPC,6,95,200,224.5,44900.0,2026-04-28 14:54:34.909,2026042804013401
HDHPC,19,95,100,224.5,22450.0,2026-04-28 14:54:34.909,2026042804013400
HDHPC,21,34,1414,225.0,318150.0,2026-04-28 14:54:19.183,2026042804013326
HDHPC,21,19,200,225.0,45000.0,2026-04-28 14:54:19.183,2026042804013325
HDHPC,21,4,386,225.0,86850.0,2026-04-28 14:54:19.183,2026042804013324
HDHPC,58,3,50,224.1,11205.0,2026-04-28 14:54:07.173,2026042804013268
HDHPC,10,3,150,224.5,33675.0,2026-04-28 14:54:07.173,2026042804013267
HDHPC,10,58,350,224.5,78575.0,2026-04-28 14:54:06.439,2026042804013260
HDHPC,36,58,100,224.5,22450.0,2026-04-28 14:54:05.264,2026042804013259
HDHPC,42,13,50,224.0,11200.0,2026-04-28 14:53:04.185,2026042804013126
HDHPC,42,39,90,224.0,20160.0,2026-04-28 14:52:44.757,2026042804013034
HDHPC,42,49,10,224.0,2240.0,2026-04-28 14:52:34.283,2026042804012994
HDHPC,42,58,392,224.0,87808.0,2026-04-28 14:52:34.283,2026042804012993
HDHPC,42,1,200,223.9,44780.0,2026-04-28 14:52:34.282,2026042804012992
HDHPC,10,64,80,223.7,17896.0,2026-04-28 14:52:31.513,2026042804012972
HDHPC,58,64,20,223.7,4474.0,2026-04-28 14:52:31.512,2026042804012971
HDHPC,36,58,46,224.0,10304.0,2026-04-28 14:51:56.886,2026042804012836
HDHPC,94,56,400,223.5,89400.0,2026-04-28 14:51:52.094,2026042804012816
HDHPC,44,56,100,223.5,22350.0,2026-04-28 14:51:52.094,2026042804012815
HDHPC,46,58,42,224.0,9408.0,2026-04-28 14:51:27.062,2026042804012769
HDHPC,46,14,158,224.0,35392.0,2026-04-28 14:51:27.062,2026042804012768
HDHPC,57,14,500,224.0,112000.0,2026-04-28 14:51:21.394,2026042804012761
HDHPC,44,41,100,223.5,22350.0,2026-04-28 14:51:08.809,2026042804012735
HDHPC,14,14,14,224.0,3136.0,2026-04-28 14:51:05.036,2026042804012718
HDHPC,11,14,328,224.0,73472.0,2026-04-28 14:50:51.448,2026042804012658
HDHPC,11,91,350,224.0,78400.0,2026-04-28 14:50:49.200,2026042804012653
HDHPC,11,34,25,224.0,5600.0,2026-04-28 14:50:42.948,2026042804012644
HDHPC,92,91,200,224.2,44840.0,2026-04-28 14:50:33.843,2026042804012624
HDHPC,75,91,100,224.2,22420.0,2026-04-28 14:50:26.166,2026042804012608
HDHPC,11,43,297,224.0,66528.0,2026-04-28 14:50:22.355,2026042804012600
HDHPC,38,43,100,224.0,22400.0,2026-04-28 14:50:17.959,2026042804012596
HDHPC,17,43,50,224.0,11200.0,2026-04-28 14:50:17.959,2026042804012595
HDHPC,58,43,70,224.0,15680.0,2026-04-28 14:50:17.958,2026042804012594
HDHPC,46,43,483,224.0,108192.0,2026-04-28 14:50:17.957,2026042804012593
HDHPC,46,37,17,224.0,3808.0,2026-04-28 14:50:07.864,2026042804012579
HDHPC,8,37,10,224.0,2240.0,2026-04-28 14:50:07.864,2026042804012578
HDHPC,49,37,500,224.0,112000.0,2026-04-28 14:50:07.863,2026042804012577
HDHPC,26,37,73,224.0,16352.0,2026-04-28 14:50:07.863,2026042804012576
HDHPC,11,91,50,224.2,11210.0,2026-04-28 14:50:07.401,2026042804012574
HDHPC,26,6,20,224.0,4480.0,2026-04-28 14:49:58.527,2026042804012530
HDHPC,26,95,107,224.0,23968.0,2026-04-28 14:49:54.589,2026042804012527
HDHPC,26,95,200,224.0,44800.0,2026-04-28 14:49:54.589,2026042804012526
HDHPC,59,95,200,224.0,44800.0,2026-04-28 14:49:54.589,2026042804012525
HDHPC,22,95,250,224.0,56000.0,2026-04-28 14:49:54.589,2026042804012524
HDHPC,17,95,1000,224.0,224000.0,2026-04-28 14:49:54.588,2026042804012523
HDHPC,42,95,10,224.0,2240.0,2026-04-28 14:49:54.588,2026042804012522
HDHPC,25,95,100,224.0,22400.0,2026-04-28 14:49:54.588,2026042804012521
HDHPC,43,95,100,224.0,22400.0,2026-04-28 14:49:54.588,2026042804012520
HDHPC,51,95,50,224.0,11200.0,2026-04-28 14:49:54.588,2026042804012519
HDHPC,58,95,30,224.0,6720.0,2026-04-28 14:49:54.587,2026042804012518
HDHPC,25,95,483,224.0,108192.0,2026-04-28 14:49:54.587,2026042804012517
HDHPC,25,68,517,224.0,115808.0,2026-04-28 14:49:31.659,2026042804012467
HDHPC,25,68,1000,224.0,224000.0,2026-04-28 14:49:31.658,2026042804012466
HDHPC,42,68,140,224.0,31360.0,2026-04-28 14:49:31.658,2026042804012465
HDHPC,37,68,1000,224.1,224100.0,2026-04-28 14:49:31.657,2026042804012464
HDHPC,35,68,200,224.1,44820.0,2026-04-28 14:49:31.657,2026042804012463
HDHPC,28,68,740,224.1,165834.0,2026-04-28 14:49:31.656,2026042804012462
HDHPC,54,68,1000,224.2,224200.0,2026-04-28 14:49:31.655,2026042804012461
HDHPC,57,68,400,224.3,89720.0,2026-04-28 14:49:31.655,2026042804012460
HDHPC,57,58,100,224.3,22430.0,2026-04-28 14:48:46.439,2026042804012357
HDHPC,6,58,100,224.5,22450.0,2026-04-28 14:48:46.439,2026042804012356
