symbol,buyer_member_id,seller_member_id,volume,price,amount,transaction_time,contract_id
RLFL,49,4,179,433.0,77507.0,2026-04-28 14:59:41.215,2026042803008402
RLFL,88,4,10,433.0,4330.0,2026-04-28 14:59:38.389,2026042803008398
RLFL,45,4,400,433.0,173200.0,2026-04-28 14:59:32.585,2026042803008362
RLFL,45,7,100,433.0,43300.0,2026-04-28 14:58:55.291,2026042803008222
RLFL,57,7,50,433.0,21650.0,2026-04-28 14:58:55.291,2026042803008221
RLFL,57,4,11,434.0,4774.0,2026-04-28 14:57:57.099,2026042803008112
RLFL,57,7,25,434.0,10850.0,2026-04-28 14:57:32.856,2026042803008057
RLFL,62,45,200,432.0,86400.0,2026-04-28 14:54:52.061,2026042803007752
RLFL,62,49,387,432.0,167184.0,2026-04-28 14:54:22.646,2026042803007709
RLFL,62,49,180,432.0,77760.0,2026-04-28 14:53:49.383,2026042803007665
RLFL,34,49,200,432.0,86400.0,2026-04-28 14:53:49.383,2026042803007664
RLFL,58,49,20,434.2,8684.0,2026-04-28 14:53:49.383,2026042803007663
RLFL,49,51,200,435.0,87000.0,2026-04-28 14:53:21.098,2026042803007630
RLFL,34,51,127,435.0,55245.0,2026-04-28 14:53:21.098,2026042803007629
RLFL,28,51,312,435.0,135720.0,2026-04-28 14:53:21.098,2026042803007628
RLFL,28,5,173,435.0,75255.0,2026-04-28 14:39:21.149,2026042803006857
RLFL,28,43,15,435.0,6525.0,2026-04-28 14:38:04.723,2026042803006808
RLFL,58,43,10,435.1,4351.0,2026-04-28 14:38:04.723,2026042803006807
RLFL,45,34,28,436.0,12208.0,2026-04-28 14:29:34.204,2026042803006402
RLFL,63,34,80,436.1,34888.0,2026-04-28 14:29:34.203,2026042803006401
RLFL,17,58,10,438.0,4380.0,2026-04-28 14:27:06.058,2026042803006339
RLFL,63,58,20,436.1,8722.0,2026-04-28 14:25:24.817,2026042803006272
RLFL,45,63,472,436.0,205792.0,2026-04-28 14:14:08.214,2026042803005768
RLFL,46,63,150,436.1,65415.0,2026-04-28 14:13:34.966,2026042803005754
RLFL,17,63,28,437.0,12236.0,2026-04-28 14:13:09.293,2026042803005734
RLFL,17,58,22,437.0,9614.0,2026-04-28 14:12:56.721,2026042803005707
RLFL,17,45,10,437.0,4370.0,2026-04-28 14:10:54.188,2026042803005615
RLFL,17,45,10,437.0,4370.0,2026-04-28 14:10:40.634,2026042803005593
RLFL,17,45,10,437.0,4370.0,2026-04-28 14:10:16.405,2026042803005558
RLFL,17,4,435,437.0,190095.0,2026-04-28 14:04:05.278,2026042803005252
RLFL,17,45,500,437.0,218500.0,2026-04-28 13:51:49.981,2026042803004834
RLFL,17,45,10,437.0,4370.0,2026-04-28 13:47:19.279,2026042803004702
RLFL,17,14,30,437.0,13110.0,2026-04-28 13:42:35.984,2026042803004582
RLFL,17,58,25,437.0,10925.0,2026-04-28 13:39:26.577,2026042803004522
RLFL,58,19,65,437.0,28405.0,2026-04-28 13:28:30.254,2026042803004253
RLFL,28,19,350,437.0,152950.0,2026-04-28 13:22:00.838,2026042803004078
RLFL,46,14,100,436.1,43610.0,2026-04-28 13:15:32.016,2026042803003973
RLFL,46,34,50,436.1,21805.0,2026-04-28 12:50:13.242,2026042803003167
RLFL,46,28,200,436.1,87220.0,2026-04-28 12:48:58.286,2026042803003137
RLFL,28,38,150,435.0,65250.0,2026-04-28 12:18:46.161,2026042803002384
RLFL,62,57,200,435.1,87020.0,2026-04-28 12:10:47.811,2026042803002157
RLFL,57,38,50,441.9,22095.0,2026-04-28 11:54:58.392,2026042803001621
RLFL,88,62,10,445.0,4450.0,2026-04-28 11:18:16.900,2026042803000366
RLFL,88,58,10,443.9,4439.0,2026-04-28 11:17:54.118,2026042803000355
