Symbol,buyerMemberId,sellerMemberId,volume,rate,amount,transaction_time,Contract ID
NTC,58,45,20,876.0,17520.0,"2026-04-28, 2:59:38:239 PM",2026042805016305
NTC,49,45,60,876.0,52560.0,"2026-04-28, 2:59:28:373 PM",2026042805016228
NTC,13,53,41,873.1,35797.1,"2026-04-28, 2:58:51:175 PM",2026042805016052
NTC,13,13,28,873.1,24446.8,"2026-04-28, 2:58:18:242 PM",2026042805015931
NTC,48,13,23,874.0,20102.0,"2026-04-28, 2:58:14:379 PM",2026042805015885
NTC,57,13,10,874.0,8740.0,"2026-04-28, 2:57:31:237 PM",2026042805015752
NTC,28,13,20,874.0,17480.0,"2026-04-28, 2:57:31:237 PM",2026042805015751
NTC,21,13,10,874.0,8740.0,"2026-04-28, 2:57:31:236 PM",2026042805015750
NTC,4,13,37,874.0,32338.0,"2026-04-28, 2:57:31:236 PM",2026042805015749
NTC,4,13,90,874.0,78660.0,"2026-04-28, 2:56:55:165 PM",2026042805015630
NTC,58,45,11,876.9,9645.9,"2026-04-28, 2:54:57:918 PM",2026042805015294
NTC,4,13,10,876.1,8761.0,"2026-04-28, 2:54:54:800 PM",2026042805015284
NTC,4,58,10,874.0,8740.0,"2026-04-28, 2:47:13:849 PM",2026042805014020
NTC,58,57,30,877.0,26310.0,"2026-04-28, 2:45:48:046 PM",2026042805013829
NTC,58,52,11,877.0,9647.0,"2026-04-28, 2:44:30:441 PM",2026042805013653
NTC,70,52,10,877.0,8770.0,"2026-04-28, 2:44:02:858 PM",2026042805013620
NTC,4,58,15,874.0,13110.0,"2026-04-28, 2:43:20:826 PM",2026042805013496
NTC,4,19,148,874.0,129352.0,"2026-04-28, 2:42:45:488 PM",2026042805013394
NTC,58,19,500,874.0,437000.0,"2026-04-28, 2:42:45:488 PM",2026042805013393
NTC,58,19,500,874.0,437000.0,"2026-04-28, 2:42:45:488 PM",2026042805013392
NTC,41,19,65,874.0,56810.0,"2026-04-28, 2:42:45:488 PM",2026042805013391
NTC,42,19,100,874.0,87400.0,"2026-04-28, 2:42:45:488 PM",2026042805013390
NTC,56,19,70,874.0,61180.0,"2026-04-28, 2:42:45:488 PM",2026042805013389
NTC,58,19,50,875.0,43750.0,"2026-04-28, 2:42:45:488 PM",2026042805013388
NTC,32,19,50,875.0,43750.0,"2026-04-28, 2:42:45:488 PM",2026042805013387
NTC,42,19,200,875.0,175000.0,"2026-04-28, 2:42:45:488 PM",2026042805013386
NTC,14,19,10,875.0,8750.0,"2026-04-28, 2:42:45:488 PM",2026042805013385
NTC,49,19,80,875.0,70000.0,"2026-04-28, 2:42:45:487 PM",2026042805013384
NTC,57,19,100,875.0,87500.0,"2026-04-28, 2:42:45:487 PM",2026042805013383
NTC,42,19,50,875.0,43750.0,"2026-04-28, 2:42:45:487 PM",2026042805013382
NTC,45,19,13,875.0,11375.0,"2026-04-28, 2:42:45:487 PM",2026042805013381
NTC,33,19,339,875.0,296625.0,"2026-04-28, 2:42:45:487 PM",2026042805013380
NTC,58,19,50,876.0,43800.0,"2026-04-28, 2:42:45:487 PM",2026042805013379
NTC,21,19,165,876.0,144540.0,"2026-04-28, 2:42:45:487 PM",2026042805013378
NTC,45,52,25,877.0,21925.0,"2026-04-28, 2:41:44:095 PM",2026042805013254
NTC,58,19,10,878.0,8780.0,"2026-04-28, 2:39:32:682 PM",2026042805013021
NTC,10,19,20,878.2,17564.0,"2026-04-28, 2:39:21:619 PM",2026042805012973
NTC,10,58,55,878.1,48295.5,"2026-04-28, 2:39:07:584 PM",2026042805012940
NTC,58,58,35,878.0,30730.0,"2026-04-28, 2:34:23:632 PM",2026042805012566
NTC,58,17,15,878.0,13170.0,"2026-04-28, 2:32:37:713 PM",2026042805012464
NTC,64,17,15,878.0,13170.0,"2026-04-28, 2:32:37:713 PM",2026042805012463
NTC,26,29,10,878.7,8787.0,"2026-04-28, 2:31:51:098 PM",2026042805012411
NTC,33,57,17,875.0,14875.0,"2026-04-28, 2:30:59:753 PM",2026042805012328
NTC,26,29,10,878.7,8787.0,"2026-04-28, 2:27:06:307 PM",2026042805012082
NTC,33,57,144,875.0,126000.0,"2026-04-28, 2:22:26:971 PM",2026042805011791
NTC,47,57,10,875.0,8750.0,"2026-04-28, 2:22:26:970 PM",2026042805011790
NTC,83,57,12,875.0,10500.0,"2026-04-28, 2:22:26:970 PM",2026042805011789
NTC,21,57,20,875.0,17500.0,"2026-04-28, 2:22:26:970 PM",2026042805011788
NTC,7,57,10,875.0,8750.0,"2026-04-28, 2:22:26:970 PM",2026042805011787
NTC,49,57,20,875.1,17502.0,"2026-04-28, 2:22:26:969 PM",2026042805011786
NTC,47,57,10,877.0,8770.0,"2026-04-28, 2:22:26:969 PM",2026042805011785
NTC,42,49,10,877.0,8770.0,"2026-04-28, 2:20:28:364 PM",2026042805011641
NTC,58,58,10,879.9,8799.0,"2026-04-28, 2:19:53:896 PM",2026042805011602
NTC,42,38,10,877.0,8770.0,"2026-04-28, 2:18:03:534 PM",2026042805011463
NTC,42,38,10,877.0,8770.0,"2026-04-28, 2:17:27:332 PM",2026042805011427
NTC,49,58,50,879.9,43995.0,"2026-04-28, 2:17:12:260 PM",2026042805011411
NTC,42,36,10,877.0,8770.0,"2026-04-28, 2:17:09:342 PM",2026042805011408
NTC,58,49,3,875.0,2625.0,"2026-04-28, 2:15:58:702 PM",2026042805011340
NTC,42,34,50,877.0,43850.0,"2026-04-28, 2:15:10:724 PM",2026042805011257
NTC,22,45,80,878.0,70240.0,"2026-04-28, 2:13:43:847 PM",2026042805011110
NTC,58,45,10,878.0,8780.0,"2026-04-28, 2:13:18:512 PM",2026042805011053
NTC,22,45,10,878.0,8780.0,"2026-04-28, 2:10:58:017 PM",2026042805010846
NTC,42,7,10,877.0,8770.0,"2026-04-28, 2:07:16:555 PM",2026042805010477
NTC,22,14,25,878.0,21950.0,"2026-04-28, 2:07:16:296 PM",2026042805010476
NTC,49,63,10,879.9,8799.0,"2026-04-28, 2:06:34:494 PM",2026042805010397
NTC,49,57,40,879.9,35196.0,"2026-04-28, 2:06:34:493 PM",2026042805010396
NTC,58,63,10,879.9,8799.0,"2026-04-28, 1:59:35:101 PM",2026042805009922
NTC,58,73,10,880.0,8800.0,"2026-04-28, 1:54:00:336 PM",2026042805009574
NTC,58,45,10,880.0,8800.0,"2026-04-28, 1:54:00:336 PM",2026042805009573
NTC,70,45,40,880.0,35200.0,"2026-04-28, 1:53:23:499 PM",2026042805009529
NTC,70,29,85,880.0,74800.0,"2026-04-28, 1:53:23:499 PM",2026042805009528
NTC,65,29,15,880.0,13200.0,"2026-04-28, 1:47:24:752 PM",2026042805009223
NTC,58,58,5,880.0,4400.0,"2026-04-28, 1:47:22:069 PM",2026042805009221
NTC,65,90,132,880.0,116160.0,"2026-04-28, 1:45:02:713 PM",2026042805009118
NTC,65,4,200,880.0,176000.0,"2026-04-28, 1:45:02:712 PM",2026042805009117
NTC,65,52,100,880.0,88000.0,"2026-04-28, 1:45:02:712 PM",2026042805009116
NTC,65,58,100,880.0,88000.0,"2026-04-28, 1:45:02:712 PM",2026042805009115
NTC,65,48,109,880.0,95920.0,"2026-04-28, 1:45:02:712 PM",2026042805009114
NTC,65,57,100,880.0,88000.0,"2026-04-28, 1:45:02:711 PM",2026042805009113
NTC,65,49,50,880.0,44000.0,"2026-04-28, 1:45:02:711 PM",2026042805009112
NTC,65,63,20,880.0,17600.0,"2026-04-28, 1:45:02:711 PM",2026042805009111
NTC,65,42,40,880.0,35200.0,"2026-04-28, 1:45:02:711 PM",2026042805009110
NTC,65,25,10,880.0,8800.0,"2026-04-28, 1:45:02:711 PM",2026042805009109
NTC,65,6,10,880.0,8800.0,"2026-04-28, 1:45:02:710 PM",2026042805009108
NTC,65,33,59,880.0,51920.0,"2026-04-28, 1:45:02:710 PM",2026042805009107
NTC,65,34,500,878.5,439250.0,"2026-04-28, 1:45:02:710 PM",2026042805009106
NTC,65,36,500,878.5,439250.0,"2026-04-28, 1:45:02:710 PM",2026042805009105
NTC,65,5,40,878.0,35120.0,"2026-04-28, 1:45:02:709 PM",2026042805009104
NTC,65,11,15,877.0,13155.0,"2026-04-28, 1:45:02:709 PM",2026042805009103
NTC,13,11,50,877.0,43850.0,"2026-04-28, 1:43:50:260 PM",2026042805009048
NTC,58,11,15,877.0,13155.0,"2026-04-28, 1:43:50:260 PM",2026042805009047
NTC,34,11,100,877.0,87700.0,"2026-04-28, 1:43:50:260 PM",2026042805009046
NTC,22,11,110,877.0,96470.0,"2026-04-28, 1:43:50:259 PM",2026042805009045
NTC,37,11,10,877.3,8773.0,"2026-04-28, 1:41:43:293 PM",2026042805008906
NTC,22,46,10,877.0,8770.0,"2026-04-28, 1:33:16:926 PM",2026042805008458
NTC,33,58,50,878.0,43900.0,"2026-04-28, 1:23:53:707 PM",2026042805008045
NTC,33,46,10,878.0,8780.0,"2026-04-28, 1:23:24:747 PM",2026042805008026
NTC,33,49,700,878.0,614600.0,"2026-04-28, 1:23:21:441 PM",2026042805008023
NTC,33,42,100,878.0,87800.0,"2026-04-28, 1:23:21:441 PM",2026042805008022
NTC,33,57,10,877.0,8770.0,"2026-04-28, 1:23:21:441 PM",2026042805008021
NTC,33,34,77,877.0,67529.0,"2026-04-28, 1:23:21:441 PM",2026042805008020
NTC,33,58,10,875.0,8750.0,"2026-04-28, 1:23:21:441 PM",2026042805008019
NTC,33,6,15,875.0,13125.0,"2026-04-28, 1:23:21:440 PM",2026042805008018
NTC,33,4,25,874.9,21872.5,"2026-04-28, 1:23:21:440 PM",2026042805008017
NTC,41,58,9,870.0,7830.0,"2026-04-28, 1:20:22:277 PM",2026042805007863
NTC,52,6,15,875.0,13125.0,"2026-04-28, 1:19:47:831 PM",2026042805007839
NTC,65,6,1000,875.0,875000.0,"2026-04-28, 1:19:47:831 PM",2026042805007838
NTC,4,6,10,875.0,8750.0,"2026-04-28, 1:19:47:831 PM",2026042805007837
NTC,42,6,10,876.0,8760.0,"2026-04-28, 1:19:47:830 PM",2026042805007836
NTC,58,58,10,877.0,8770.0,"2026-04-28, 1:17:49:860 PM",2026042805007753
NTC,58,35,10,877.0,8770.0,"2026-04-28, 1:11:21:166 PM",2026042805007437
NTC,58,33,58,880.0,51040.0,"2026-04-28, 1:03:40:387 PM",2026042805007026
NTC,58,46,10,879.9,8799.0,"2026-04-28, 1:03:40:387 PM",2026042805007025
NTC,58,42,15,878.0,13170.0,"2026-04-28, 1:03:40:387 PM",2026042805007024
NTC,58,49,30,878.0,26340.0,"2026-04-28, 1:03:40:387 PM",2026042805007023
NTC,42,6,56,875.0,49000.0,"2026-04-28, 1:01:18:664 PM",2026042805006897
NTC,49,6,10,875.0,8750.0,"2026-04-28, 1:01:18:664 PM",2026042805006896
NTC,39,6,15,875.0,13125.0,"2026-04-28, 1:01:18:664 PM",2026042805006895
NTC,45,6,40,875.0,35000.0,"2026-04-28, 1:01:18:664 PM",2026042805006894
NTC,42,6,10,875.5,8755.0,"2026-04-28, 1:01:18:664 PM",2026042805006893
NTC,49,6,50,876.0,43800.0,"2026-04-28, 1:01:18:664 PM",2026042805006892
NTC,74,6,19,876.0,16644.0,"2026-04-28, 1:01:18:663 PM",2026042805006891
NTC,74,49,40,876.0,35040.0,"2026-04-28, 1:00:27:564 PM",2026042805006830
NTC,74,8,41,876.0,35916.0,"2026-04-28, 12:57:51:541 PM",2026042805006682
NTC,58,8,10,876.0,8760.0,"2026-04-28, 12:57:51:541 PM",2026042805006681
NTC,58,8,15,876.0,13140.0,"2026-04-28, 12:57:51:541 PM",2026042805006680
NTC,14,8,20,876.1,17522.0,"2026-04-28, 12:57:51:540 PM",2026042805006679
NTC,35,8,50,876.2,43810.0,"2026-04-28, 12:57:51:540 PM",2026042805006678
NTC,42,8,10,876.2,8762.0,"2026-04-28, 12:57:51:540 PM",2026042805006677
NTC,42,8,10,876.3,8763.0,"2026-04-28, 12:57:51:540 PM",2026042805006676
NTC,56,8,10,877.0,8770.0,"2026-04-28, 12:57:51:540 PM",2026042805006675
NTC,58,8,14,877.0,12278.0,"2026-04-28, 12:57:51:540 PM",2026042805006674
NTC,58,58,36,877.0,31572.0,"2026-04-28, 12:54:08:973 PM",2026042805006498
NTC,58,58,20,877.0,17540.0,"2026-04-28, 12:54:08:973 PM",2026042805006497
NTC,89,49,10,878.0,8780.0,"2026-04-28, 12:51:05:337 PM",2026042805006306
NTC,48,49,20,878.0,17560.0,"2026-04-28, 12:49:00:132 PM",2026042805006172
NTC,58,49,10,877.0,8770.0,"2026-04-28, 12:47:44:166 PM",2026042805006112
NTC,42,46,10,877.0,8770.0,"2026-04-28, 12:45:25:184 PM",2026042805006003
NTC,34,33,33,880.0,29040.0,"2026-04-28, 12:42:54:804 PM",2026042805005882
NTC,34,58,10,880.0,8800.0,"2026-04-28, 12:42:54:804 PM",2026042805005881
NTC,34,40,372,880.0,327360.0,"2026-04-28, 12:42:54:804 PM",2026042805005880
NTC,34,62,35,878.0,30730.0,"2026-04-28, 12:42:54:804 PM",2026042805005879
NTC,58,62,12,879.0,10548.0,"2026-04-28, 12:42:49:866 PM",2026042805005872
NTC,34,40,98,880.0,86240.0,"2026-04-28, 12:42:41:200 PM",2026042805005866
NTC,34,58,199,880.0,175120.0,"2026-04-28, 12:42:41:200 PM",2026042805005865
NTC,34,42,10,879.9,8799.0,"2026-04-28, 12:42:41:200 PM",2026042805005864
NTC,34,53,10,879.9,8799.0,"2026-04-28, 12:42:41:200 PM",2026042805005863
NTC,34,54,60,879.0,52740.0,"2026-04-28, 12:42:41:200 PM",2026042805005862
NTC,34,45,73,879.0,64167.0,"2026-04-28, 12:42:41:200 PM",2026042805005861
NTC,42,46,10,877.0,8770.0,"2026-04-28, 12:37:47:743 PM",2026042805005588
NTC,42,45,25,879.0,21975.0,"2026-04-28, 12:36:52:700 PM",2026042805005532
NTC,58,45,10,879.0,8790.0,"2026-04-28, 12:35:59:905 PM",2026042805005503
NTC,48,45,10,879.0,8790.0,"2026-04-28, 12:23:51:595 PM",2026042805004906
NTC,16,53,10,879.9,8799.0,"2026-04-28, 12:21:37:673 PM",2026042805004735
NTC,25,58,30,880.0,26400.0,"2026-04-28, 12:20:38:870 PM",2026042805004675
NTC,22,58,10,880.0,8800.0,"2026-04-28, 12:19:57:865 PM",2026042805004637
NTC,19,58,14,880.0,12320.0,"2026-04-28, 12:18:18:379 PM",2026042805004549
NTC,38,58,10,880.0,8800.0,"2026-04-28, 12:15:15:864 PM",2026042805004368
NTC,62,58,35,880.0,30800.0,"2026-04-28, 12:06:14:286 PM",2026042805003902
NTC,58,58,9,872.0,7848.0,"2026-04-28, 12:03:44:112 PM",2026042805003779
NTC,22,45,100,880.0,88000.0,"2026-04-28, 12:03:33:601 PM",2026042805003772
NTC,58,19,2,873.0,1746.0,"2026-04-28, 11:59:45:165 AM",2026042805003534
NTC,57,16,30,880.0,26400.0,"2026-04-28, 11:58:29:614 AM",2026042805003463
NTC,51,49,10,876.0,8760.0,"2026-04-28, 11:57:40:535 AM",2026042805003418
NTC,42,29,388,881.0,341828.0,"2026-04-28, 11:52:25:999 AM",2026042805003087
NTC,42,62,10,881.0,8810.0,"2026-04-28, 11:52:25:999 AM",2026042805003086
NTC,42,49,10,881.0,8810.0,"2026-04-28, 11:52:25:999 AM",2026042805003085
NTC,42,57,58,881.0,51098.0,"2026-04-28, 11:52:25:999 AM",2026042805003084
NTC,42,62,15,880.9,13213.5,"2026-04-28, 11:52:25:998 AM",2026042805003083
