symbol,buyer_member_id,seller_member_id,volume,price,amount,transaction_time,contract_id
DHEL,4,57,10,610.0,6100.0,2026-04-28 14:59:57.948,2026042801110946
DHEL,4,49,10,610.0,6100.0,2026-04-28 14:59:57.948,2026042801110945
DHEL,4,34,10,610.0,6100.0,2026-04-28 14:59:57.948,2026042801110944
DHEL,4,41,10,610.0,6100.0,2026-04-28 14:59:57.948,2026042801110943
DHEL,4,42,10,610.0,6100.0,2026-04-28 14:59:57.947,2026042801110942
DHEL,4,38,10,610.0,6100.0,2026-04-28 14:59:57.947,2026042801110941
DHEL,4,42,10,609.9,6099.0,2026-04-28 14:59:57.947,2026042801110940
DHEL,4,38,10,608.0,6080.0,2026-04-28 14:59:57.946,2026042801110939
DHEL,4,58,10,608.0,6080.0,2026-04-28 14:59:57.946,2026042801110938
DHEL,4,97,10,608.0,6080.0,2026-04-28 14:59:57.946,2026042801110937
DHEL,33,14,122,606.0,73932.0,2026-04-28 14:59:38.485,2026042801110284
DHEL,45,14,148,606.0,89688.0,2026-04-28 14:59:33.279,2026042801110180
DHEL,58,14,30,606.0,18180.0,2026-04-28 14:59:08.392,2026042801109467
DHEL,51,14,100,606.0,60600.0,2026-04-28 14:59:07.270,2026042801109436
DHEL,42,48,10,605.3,6053.0,2026-04-28 14:59:04.371,2026042801109408
DHEL,57,48,10,605.2,6052.0,2026-04-28 14:58:44.384,2026042801109089
DHEL,57,48,130,605.2,78676.0,2026-04-28 14:58:35.277,2026042801108973
DHEL,42,36,33,605.9,19994.7,2026-04-28 14:58:28.654,2026042801108904
DHEL,57,94,10,605.2,6052.0,2026-04-28 14:58:26.796,2026042801108854
DHEL,57,52,10,605.2,6052.0,2026-04-28 14:57:24.682,2026042801108047
DHEL,25,14,10,606.0,6060.0,2026-04-28 14:56:38.998,2026042801107352
DHEL,57,14,10,605.2,6052.0,2026-04-28 14:56:26.199,2026042801107200
DHEL,57,42,10,605.2,6052.0,2026-04-28 14:56:25.913,2026042801107197
DHEL,57,38,10,605.2,6052.0,2026-04-28 14:56:04.611,2026042801106923
DHEL,42,51,10,605.0,6050.0,2026-04-28 14:54:36.045,2026042801105872
DHEL,42,58,10,605.0,6050.0,2026-04-28 14:54:28.521,2026042801105780
DHEL,42,95,19,605.0,11495.0,2026-04-28 14:54:16.059,2026042801105679
DHEL,26,95,20,605.0,12100.0,2026-04-28 14:54:16.059,2026042801105678
DHEL,42,95,61,605.0,36905.0,2026-04-28 14:54:16.059,2026042801105677
DHEL,45,58,1,610.0,610.0,2026-04-28 14:53:27.591,2026042801105133
DHEL,42,17,405,605.0,245025.0,2026-04-28 14:52:32.051,2026042801104604
DHEL,34,17,100,605.1,60510.0,2026-04-28 14:52:32.051,2026042801104603
DHEL,81,17,70,605.1,42357.0,2026-04-28 14:52:32.051,2026042801104602
DHEL,4,17,20,606.0,12120.0,2026-04-28 14:52:32.051,2026042801104601
DHEL,38,17,35,606.0,21210.0,2026-04-28 14:52:32.051,2026042801104600
DHEL,74,17,10,606.0,6060.0,2026-04-28 14:52:32.050,2026042801104599
DHEL,58,34,10,607.0,6070.0,2026-04-28 14:52:01.555,2026042801104146
DHEL,74,59,40,606.0,24240.0,2026-04-28 14:50:50.584,2026042801103392
DHEL,4,36,10,609.0,6090.0,2026-04-28 14:50:42.297,2026042801103357
DHEL,4,25,10,609.0,6090.0,2026-04-28 14:50:42.296,2026042801103356
DHEL,74,43,80,606.0,48480.0,2026-04-28 14:50:36.749,2026042801103308
DHEL,74,38,10,606.0,6060.0,2026-04-28 14:50:19.730,2026042801103172
DHEL,74,49,10,606.0,6060.0,2026-04-28 14:50:09.028,2026042801103058
DHEL,74,38,210,606.0,127260.0,2026-04-28 14:49:33.711,2026042801102740
DHEL,74,58,10,606.0,6060.0,2026-04-28 14:49:01.584,2026042801102521
DHEL,74,6,130,606.0,78780.0,2026-04-28 14:49:01.584,2026042801102520
