symbol,buyer_member_id,seller_member_id,volume,price,amount,transaction_time,contract_id
SFEF,34,21,500,10.1,5050.0,2026-04-28 14:53:08.219,2026042805014938
SFEF,34,42,200,10.1,2020.0,2026-04-28 14:47:02.966,2026042805014007
SFEF,58,21,700,10.12,7083.999999999999,2026-04-28 14:16:01.290,2026042805011342
SFEF,58,45,100,10.12,1012.0,2026-04-28 13:23:05.091,2026042805008003
SFEF,58,49,100,10.12,1012.0,2026-04-28 12:54:49.913,2026042805006539
SFEF,58,58,100,10.0,1000.0,2026-04-28 12:09:26.810,2026042805004071
SFEF,13,58,100,9.85,985.0,2026-04-28 11:20:02.395,2026042805000947
SFEF,13,38,100,9.85,985.0,2026-04-28 11:15:01.880,2026042805000629
