Symbol,buyerMemberId,sellerMemberId,volume,rate,amount,transaction_time,Contract ID
HRL,94,57,12,685.5,8226.0,"2026-04-28, 2:59:58:299 PM",2026042805016521
HRL,94,43,288,685.2,197337.6,"2026-04-28, 2:59:58:298 PM",2026042805016520
HRL,32,57,495,685.1,339124.5,"2026-04-28, 2:59:55:743 PM",2026042805016453
HRL,42,43,10,685.2,6852.0,"2026-04-28, 2:59:55:711 PM",2026042805016452
HRL,54,43,268,685.2,183633.6,"2026-04-28, 2:59:52:848 PM",2026042805016427
HRL,1,57,30,685.5,20565.0,"2026-04-28, 2:59:50:358 PM",2026042805016398
HRL,54,34,100,685.2,68520.0,"2026-04-28, 2:59:45:191 PM",2026042805016376
HRL,58,57,60,685.5,41130.0,"2026-04-28, 2:59:44:121 PM",2026042805016370
HRL,54,45,10,685.2,6852.0,"2026-04-28, 2:59:43:160 PM",2026042805016357
HRL,54,25,50,685.2,34260.0,"2026-04-28, 2:59:40:754 PM",2026042805016323
HRL,54,38,10,685.2,6852.0,"2026-04-28, 2:59:36:610 PM",2026042805016287
HRL,62,43,79,686.0,54194.0,"2026-04-28, 2:59:35:942 PM",2026042805016284
HRL,62,59,21,686.0,14406.0,"2026-04-28, 2:59:35:941 PM",2026042805016283
HRL,4,34,12,685.2,8222.400000000001,"2026-04-28, 2:59:24:823 PM",2026042805016194
HRL,32,56,10,685.1,6851.0,"2026-04-28, 2:59:23:102 PM",2026042805016189
HRL,48,90,56,685.2,38371.2,"2026-04-28, 2:59:20:924 PM",2026042805016168
HRL,75,59,10,686.0,6860.0,"2026-04-28, 2:59:16:302 PM",2026042805016132
HRL,48,32,144,685.2,98668.8,"2026-04-28, 2:59:11:040 PM",2026042805016115
HRL,47,59,10,686.0,6860.0,"2026-04-28, 2:59:04:709 PM",2026042805016084
HRL,53,59,20,686.0,13720.0,"2026-04-28, 2:59:04:427 PM",2026042805016082
HRL,53,32,80,686.0,54880.0,"2026-04-28, 2:59:04:426 PM",2026042805016081
HRL,32,34,21,685.1,14387.1,"2026-04-28, 2:58:58:924 PM",2026042805016073
HRL,47,32,10,686.0,6860.0,"2026-04-28, 2:58:55:729 PM",2026042805016065
HRL,14,32,100,686.0,68600.0,"2026-04-28, 2:58:54:757 PM",2026042805016063
HRL,7,32,100,686.0,68600.0,"2026-04-28, 2:58:50:161 PM",2026042805016050
HRL,58,32,500,686.0,343000.0,"2026-04-28, 2:58:49:009 PM",2026042805016039
HRL,1,58,6,685.0,4110.0,"2026-04-28, 2:58:41:255 PM",2026042805016016
HRL,4,32,10,686.0,6860.0,"2026-04-28, 2:58:38:344 PM",2026042805015998
HRL,4,1,10,686.0,6860.0,"2026-04-28, 2:58:37:546 PM",2026042805015992
HRL,32,101,294,685.1,201419.4,"2026-04-28, 2:58:35:489 PM",2026042805015982
HRL,5,101,200,685.1,137020.0,"2026-04-28, 2:58:35:489 PM",2026042805015981
HRL,42,101,10,686.0,6860.0,"2026-04-28, 2:58:35:489 PM",2026042805015980
HRL,7,101,200,686.0,137200.0,"2026-04-28, 2:58:35:489 PM",2026042805015979
HRL,49,101,200,686.0,137200.0,"2026-04-28, 2:58:35:489 PM",2026042805015978
HRL,41,101,20,686.0,13720.0,"2026-04-28, 2:58:35:489 PM",2026042805015977
HRL,42,101,30,686.0,20580.0,"2026-04-28, 2:58:35:489 PM",2026042805015976
HRL,42,101,275,686.0,188650.0,"2026-04-28, 2:58:35:489 PM",2026042805015975
HRL,1,101,210,686.0,144060.0,"2026-04-28, 2:58:35:489 PM",2026042805015974
HRL,19,101,61,686.2,41858.2,"2026-04-28, 2:58:35:489 PM",2026042805015973
HRL,19,43,14,686.2,9606.8,"2026-04-28, 2:58:31:756 PM",2026042805015965
HRL,70,43,20,686.2,13724.0,"2026-04-28, 2:58:25:957 PM",2026042805015950
HRL,1,48,5,685.0,3425.0,"2026-04-28, 2:58:25:712 PM",2026042805015948
HRL,58,43,40,686.2,27448.0,"2026-04-28, 2:58:19:295 PM",2026042805015939
HRL,49,43,50,686.5,34325.0,"2026-04-28, 2:58:19:295 PM",2026042805015938
HRL,34,43,16,686.5,10984.0,"2026-04-28, 2:58:19:294 PM",2026042805015937
HRL,1,59,6,685.0,4110.0,"2026-04-28, 2:58:18:403 PM",2026042805015936
HRL,62,21,100,686.9,68690.0,"2026-04-28, 2:58:09:057 PM",2026042805015875
HRL,44,21,42,686.9,28849.8,"2026-04-28, 2:58:01:682 PM",2026042805015855
HRL,56,57,60,688.0,41280.0,"2026-04-28, 2:57:44:515 PM",2026042805015799
HRL,56,22,101,688.0,69488.0,"2026-04-28, 2:57:44:515 PM",2026042805015798
HRL,56,5,460,688.0,316480.0,"2026-04-28, 2:57:44:515 PM",2026042805015797
HRL,56,90,100,688.0,68800.0,"2026-04-28, 2:57:44:514 PM",2026042805015796
HRL,56,59,60,687.9,41274.0,"2026-04-28, 2:57:44:513 PM",2026042805015795
HRL,56,7,131,687.9,90114.9,"2026-04-28, 2:57:44:512 PM",2026042805015794
HRL,56,43,100,687.8,68780.0,"2026-04-28, 2:57:44:511 PM",2026042805015793
HRL,56,45,988,687.0,678756.0,"2026-04-28, 2:57:44:510 PM",2026042805015792
HRL,48,45,12,687.0,8244.0,"2026-04-28, 2:57:27:948 PM",2026042805015733
HRL,48,22,35,687.0,24045.0,"2026-04-28, 2:57:27:947 PM",2026042805015732
HRL,48,57,50,687.0,34350.0,"2026-04-28, 2:57:27:947 PM",2026042805015731
HRL,48,57,20,687.0,13740.0,"2026-04-28, 2:57:27:947 PM",2026042805015730
HRL,48,43,83,687.0,57021.0,"2026-04-28, 2:57:27:946 PM",2026042805015729
HRL,58,58,10,686.2,6862.0,"2026-04-28, 2:57:20:154 PM",2026042805015714
HRL,51,43,51,687.0,35037.0,"2026-04-28, 2:57:15:912 PM",2026042805015706
HRL,22,43,66,687.0,45342.0,"2026-04-28, 2:57:13:931 PM",2026042805015686
HRL,22,45,79,687.0,54273.0,"2026-04-28, 2:57:13:930 PM",2026042805015685
HRL,1,90,100,686.0,68600.0,"2026-04-28, 2:57:06:962 PM",2026042805015653
HRL,1,32,15,686.0,10290.0,"2026-04-28, 2:56:52:665 PM",2026042805015617
HRL,74,32,10,686.1,6861.0,"2026-04-28, 2:56:52:665 PM",2026042805015616
HRL,74,58,10,686.1,6861.0,"2026-04-28, 2:56:45:787 PM",2026042805015602
HRL,32,45,21,687.0,14427.0,"2026-04-28, 2:56:39:324 PM",2026042805015582
HRL,32,45,29,687.0,19923.0,"2026-04-28, 2:56:39:323 PM",2026042805015581
HRL,48,4,17,687.0,11679.0,"2026-04-28, 2:56:30:956 PM",2026042805015552
HRL,48,51,42,687.0,28854.0,"2026-04-28, 2:56:30:955 PM",2026042805015551
HRL,48,56,91,687.0,62517.0,"2026-04-28, 2:56:30:954 PM",2026042805015550
HRL,35,56,41,687.0,28167.0,"2026-04-28, 2:56:19:866 PM",2026042805015522
HRL,58,56,13,687.0,8931.0,"2026-04-28, 2:56:07:836 PM",2026042805015493
HRL,1,28,11,686.0,7546.0,"2026-04-28, 2:56:06:527 PM",2026042805015490
HRL,42,56,20,687.0,13740.0,"2026-04-28, 2:55:59:156 PM",2026042805015457
HRL,14,56,65,687.0,44655.0,"2026-04-28, 2:55:54:943 PM",2026042805015451
HRL,1,58,1,683.0,683.0,"2026-04-28, 2:55:50:250 PM",2026042805015443
HRL,48,56,20,687.0,13740.0,"2026-04-28, 2:55:42:200 PM",2026042805015424
HRL,48,25,100,687.0,68700.0,"2026-04-28, 2:55:42:200 PM",2026042805015423
HRL,48,81,200,687.0,137400.0,"2026-04-28, 2:55:42:200 PM",2026042805015422
HRL,48,59,10,687.0,6870.0,"2026-04-28, 2:55:42:200 PM",2026042805015421
HRL,48,57,170,687.0,116790.0,"2026-04-28, 2:55:42:200 PM",2026042805015420
HRL,1,44,1,683.0,683.0,"2026-04-28, 2:55:42:192 PM",2026042805015419
HRL,62,57,100,687.0,68700.0,"2026-04-28, 2:55:40:535 PM",2026042805015417
HRL,1,49,1,682.1,682.1,"2026-04-28, 2:55:35:859 PM",2026042805015400
HRL,1,45,10,686.0,6860.0,"2026-04-28, 2:55:31:732 PM",2026042805015392
HRL,1,58,9,682.0,6138.0,"2026-04-28, 2:55:08:226 PM",2026042805015325
HRL,1,6,1,682.0,682.0,"2026-04-28, 2:54:57:038 PM",2026042805015293
HRL,1,26,104,686.0,71344.0,"2026-04-28, 2:54:52:906 PM",2026042805015279
HRL,58,26,196,686.0,134456.0,"2026-04-28, 2:54:52:904 PM",2026042805015278
HRL,58,45,500,686.0,343000.0,"2026-04-28, 2:54:52:722 PM",2026042805015277
HRL,58,49,99,686.0,67914.0,"2026-04-28, 2:54:48:334 PM",2026042805015263
HRL,1,34,1,682.0,682.0,"2026-04-28, 2:54:42:490 PM",2026042805015234
HRL,58,42,10,686.0,6860.0,"2026-04-28, 2:54:37:842 PM",2026042805015208
HRL,1,52,1,681.9,681.9,"2026-04-28, 2:54:33:786 PM",2026042805015204
HRL,58,32,25,686.0,17150.0,"2026-04-28, 2:54:22:554 PM",2026042805015168
HRL,58,63,60,686.0,41160.0,"2026-04-28, 2:54:21:355 PM",2026042805015166
HRL,1,45,9,682.0,6138.0,"2026-04-28, 2:54:20:944 PM",2026042805015165
HRL,58,48,10,686.0,6860.0,"2026-04-28, 2:54:18:422 PM",2026042805015159
HRL,8,58,40,685.1,27404.0,"2026-04-28, 2:53:30:952 PM",2026042805015003
HRL,8,90,300,685.1,205530.0,"2026-04-28, 2:53:25:639 PM",2026042805014988
