symbol,buyer_member_id,seller_member_id,volume,price,amount,transaction_time,contract_id
OMPL,42,52,10,1178.1,11781.0,2026-04-28 14:59:48.179,2026042801110524
OMPL,42,7,100,1178.0,117800.0,2026-04-28 14:59:47.135,2026042801110501
OMPL,1,42,10,1177.4,11774.0,2026-04-28 14:59:25.208,2026042801110012
OMPL,1,89,10,1177.4,11774.0,2026-04-28 14:58:44.480,2026042801109091
OMPL,48,44,82,1177.3,96538.6,2026-04-28 14:57:09.843,2026042801107800
OMPL,57,44,50,1177.7,58885.0,2026-04-28 14:56:50.217,2026042801107519
OMPL,42,44,58,1177.7,68306.6,2026-04-28 14:56:50.217,2026042801107518
OMPL,36,44,160,1178.0,188480.0,2026-04-28 14:56:50.217,2026042801107517
OMPL,42,95,86,1177.7,101282.2,2026-04-28 14:55:33.109,2026042801106493
OMPL,42,16,146,1177.7,171944.2,2026-04-28 14:55:28.279,2026042801106433
OMPL,42,57,10,1177.7,11777.0,2026-04-28 14:55:09.855,2026042801106200
OMPL,58,16,10,1178.0,11780.0,2026-04-28 14:52:45.854,2026042801104771
OMPL,57,42,10,1177.5,11775.0,2026-04-28 14:49:34.628,2026042801102748
OMPL,4,58,100,1179.0,117900.0,2026-04-28 14:48:13.450,2026042801102082
OMPL,51,6,50,1180.0,59000.0,2026-04-28 14:47:52.327,2026042801101892
OMPL,42,58,10,1179.1,11791.0,2026-04-28 14:45:55.549,2026042801100854
OMPL,35,6,50,1180.0,59000.0,2026-04-28 14:41:31.841,2026042801097912
OMPL,1,6,89,1180.0,105020.0,2026-04-28 14:41:31.841,2026042801097911
OMPL,57,34,10,1181.0,11810.0,2026-04-28 14:41:28.566,2026042801097888
OMPL,1,16,90,1180.0,106200.0,2026-04-28 14:40:30.142,2026042801097248
OMPL,1,58,10,1180.0,11800.0,2026-04-28 14:40:09.883,2026042801097028
OMPL,1,6,111,1180.0,130980.0,2026-04-28 14:39:37.539,2026042801096628
OMPL,45,6,10,1180.0,11800.0,2026-04-28 14:39:37.539,2026042801096627
OMPL,39,6,10,1180.0,11800.0,2026-04-28 14:39:37.539,2026042801096626
OMPL,13,6,50,1180.0,59000.0,2026-04-28 14:39:37.538,2026042801096625
OMPL,17,6,60,1180.1,70806.0,2026-04-28 14:39:37.538,2026042801096624
OMPL,48,6,159,1180.2,187651.8,2026-04-28 14:39:37.538,2026042801096623
OMPL,48,58,10,1180.2,11802.0,2026-04-28 14:39:28.436,2026042801096546
OMPL,67,35,10,1187.0,11870.0,2026-04-28 14:38:52.516,2026042801096218
OMPL,42,45,10,1180.3,11803.0,2026-04-28 14:38:46.104,2026042801096173
OMPL,42,14,10,1180.3,11803.0,2026-04-28 14:37:43.571,2026042801095638
OMPL,48,19,131,1180.2,154606.2,2026-04-28 14:35:08.271,2026042801094369
OMPL,74,19,190,1180.2,224238.0,2026-04-28 14:33:25.651,2026042801093595
OMPL,74,13,10,1180.2,11802.0,2026-04-28 14:30:13.434,2026042801092157
OMPL,17,14,20,1180.1,23602.0,2026-04-28 14:27:21.758,2026042801091045
OMPL,17,47,10,1180.1,11801.0,2026-04-28 14:26:38.930,2026042801090702
OMPL,4,58,130,1185.5,154115.0,2026-04-28 14:26:15.780,2026042801090505
OMPL,45,58,10,1180.2,11802.0,2026-04-28 14:24:34.422,2026042801089751
OMPL,22,58,10,1180.2,11802.0,2026-04-28 14:24:07.702,2026042801089547
OMPL,17,17,10,1180.1,11801.0,2026-04-28 14:22:35.842,2026042801088883
OMPL,26,35,10,1183.0,11830.0,2026-04-28 14:19:20.093,2026042801087469
OMPL,22,34,10,1181.1,11811.0,2026-04-28 14:19:05.876,2026042801087391
OMPL,1,58,30,1182.0,35460.0,2026-04-28 14:18:51.640,2026042801087301
OMPL,80,58,40,1182.5,47300.0,2026-04-28 14:17:38.092,2026042801086749
OMPL,80,58,10,1182.5,11825.0,2026-04-28 14:16:30.189,2026042801086233
OMPL,1,45,10,1182.0,11820.0,2026-04-28 14:13:32.372,2026042801084880
OMPL,45,7,10,1182.1,11821.0,2026-04-28 14:13:06.262,2026042801084656
