stockSymbol,buyerMemberId,sellerMemberId,quantity,rate,amount,transaction_time,contractId
ULHC,17,58,50,485.0,24250.0,2026-04-28 14:59:56.506,2026042805016474
ULHC,26,58,20,498.7,9974.0,2026-04-28 14:59:56.506,2026042805016473
ULHC,46,58,25,498.8,12470.0,2026-04-28 14:59:56.506,2026042805016472
ULHC,89,58,1000,499.0,499000.0,2026-04-28 14:59:56.506,2026042805016471
ULHC,16,58,1000,499.0,499000.0,2026-04-28 14:59:56.506,2026042805016470
ULHC,26,58,320,499.0,159680.0,2026-04-28 14:59:56.506,2026042805016469
ULHC,49,58,200,499.0,99800.0,2026-04-28 14:59:56.506,2026042805016468
ULHC,42,58,300,500.0,150000.0,2026-04-28 14:59:56.506,2026042805016467
ULHC,91,58,1000,500.0,500000.0,2026-04-28 14:59:56.506,2026042805016466
ULHC,38,58,170,500.0,85000.0,2026-04-28 14:59:56.506,2026042805016465
ULHC,99,58,1059,500.0,529500.0,2026-04-28 14:59:56.506,2026042805016464
ULHC,36,58,500,510.2,255100.0,2026-04-28 14:59:56.506,2026042805016463
ULHC,56,46,10,514.0,5140.0,2026-04-28 14:59:53.905,2026042805016439
ULHC,99,58,941,500.0,470500.0,2026-04-28 14:59:42.133,2026042805016350
ULHC,57,58,553,500.0,276500.0,2026-04-28 14:59:42.133,2026042805016349
ULHC,60,58,1000,500.0,500000.0,2026-04-28 14:59:42.133,2026042805016348
ULHC,45,58,200,500.0,100000.0,2026-04-28 14:59:42.133,2026042805016347
ULHC,99,58,50,500.0,25000.0,2026-04-28 14:59:42.133,2026042805016346
ULHC,17,58,100,500.1,50010.0,2026-04-28 14:59:42.133,2026042805016345
ULHC,33,58,500,500.1,250050.0,2026-04-28 14:59:42.133,2026042805016344
ULHC,34,58,500,501.1,250550.0,2026-04-28 14:59:42.133,2026042805016343
ULHC,42,58,330,505.0,166650.0,2026-04-28 14:59:42.133,2026042805016342
ULHC,99,58,240,510.0,122400.0,2026-04-28 14:59:42.133,2026042805016341
ULHC,91,58,290,510.0,147900.0,2026-04-28 14:59:42.133,2026042805016340
ULHC,14,58,50,510.0,25500.0,2026-04-28 14:59:42.133,2026042805016339
ULHC,41,58,20,510.1,10202.0,2026-04-28 14:59:42.133,2026042805016338
ULHC,44,58,16,511.0,8176.0,2026-04-28 14:59:42.133,2026042805016337
ULHC,11,58,210,514.1,107961.0,2026-04-28 14:59:42.133,2026042805016336
ULHC,11,60,90,513.0,46170.0,2026-04-28 14:59:38.492,2026042805016308
ULHC,74,60,20,513.2,10264.0,2026-04-28 14:59:18.340,2026042805016159
ULHC,44,60,130,513.3,66729.0,2026-04-28 14:59:18.340,2026042805016158
ULHC,44,48,370,513.3,189921.0,2026-04-28 14:59:14.953,2026042805016130
ULHC,57,48,40,514.0,20560.0,2026-04-28 14:59:14.953,2026042805016129
ULHC,57,49,10,514.0,5140.0,2026-04-28 14:59:11.426,2026042805016116
ULHC,58,39,520,514.0,267280.0,2026-04-28 14:58:49.739,2026042805016048
ULHC,42,39,590,514.1,303319.0,2026-04-28 14:58:49.738,2026042805016047
ULHC,17,39,90,514.2,46278.00000000001,2026-04-28 14:58:49.738,2026042805016046
ULHC,17,38,10,514.2,5142.0,2026-04-28 14:58:37.690,2026042805015994
ULHC,3,58,100,515.0,51500.0,2026-04-28 14:58:27.930,2026042805015951
ULHC,45,58,80,515.0,41200.0,2026-04-28 14:56:12.735,2026042805015501
ULHC,32,58,100,515.0,51500.0,2026-04-28 14:55:35.864,2026042805015401
ULHC,17,58,100,515.0,51500.0,2026-04-28 14:54:53.852,2026042805015282
ULHC,16,58,400,515.0,206000.0,2026-04-28 14:54:42.061,2026042805015230
ULHC,45,49,10,514.1,5141.0,2026-04-28 14:52:26.641,2026042805014788
ULHC,89,58,200,515.0,103000.0,2026-04-28 14:51:48.128,2026042805014737
ULHC,38,58,400,515.0,206000.0,2026-04-28 14:50:28.442,2026042805014532
ULHC,45,1,10,514.1,5141.0,2026-04-28 14:48:37.053,2026042805014299
ULHC,59,58,200,515.0,103000.0,2026-04-28 14:45:27.747,2026042805013765
ULHC,59,58,790,515.0,406850.0,2026-04-28 14:45:20.526,2026042805013755
ULHC,59,4,10,514.9,5149.0,2026-04-28 14:45:20.526,2026042805013754
ULHC,22,20,10,514.1,5141.0,2026-04-28 14:44:35.549,2026042805013666
ULHC,41,42,10,514.1,5141.0,2026-04-28 14:42:37.863,2026042805013360
ULHC,41,52,10,514.2,5142.0,2026-04-28 14:41:28.283,2026042805013224
ULHC,90,58,60,515.0,30900.0,2026-04-28 14:39:53.445,2026042805013061
ULHC,22,22,10,514.6,5146.0,2026-04-28 14:39:40.446,2026042805013039
ULHC,90,41,10,514.5,5145.0,2026-04-28 14:34:25.042,2026042805012569
ULHC,54,58,20,515.0,10300.0,2026-04-28 14:29:25.664,2026042805012238
ULHC,90,35,30,514.1,15423.0,2026-04-28 14:25:01.339,2026042805011951
ULHC,58,58,10,514.0,5140.0,2026-04-28 14:22:09.854,2026042805011769
ULHC,58,58,150,514.0,77100.0,2026-04-28 14:21:38.498,2026042805011726
ULHC,57,56,10,514.2,5142.0,2026-04-28 14:19:20.891,2026042805011558
ULHC,57,49,10,514.2,5142.0,2026-04-28 14:16:21.118,2026042805011371
ULHC,57,45,175,514.2,89985.00000000001,2026-04-28 14:14:04.448,2026042805011145
ULHC,94,45,225,514.2,115695.0,2026-04-28 14:14:04.448,2026042805011144
ULHC,94,53,10,514.2,5142.0,2026-04-28 14:08:27.459,2026042805010615
