Symbol,buyerMemberId,sellerMemberId,volume,rate,amount,transaction_time,Contract ID
NIMB,1,69,20,201.8,4036.0,"2026-04-28, 2:59:51:587 PM",2026042801110638
NIMB,50,69,100,201.8,20180.0,"2026-04-28, 2:59:13:930 PM",2026042801109632
NIMB,28,13,70,201.0,14070.0,"2026-04-28, 2:59:06:533 PM",2026042801109433
NIMB,58,13,30,201.0,6030.0,"2026-04-28, 2:59:06:533 PM",2026042801109432
NIMB,32,13,150,201.0,30150.0,"2026-04-28, 2:59:06:533 PM",2026042801109431
NIMB,58,13,21,201.0,4221.0,"2026-04-28, 2:58:04:300 PM",2026042801108553
NIMB,17,13,250,201.0,50250.0,"2026-04-28, 2:57:56:110 PM",2026042801108434
NIMB,46,13,29,201.0,5829.0,"2026-04-28, 2:57:43:876 PM",2026042801108306
NIMB,46,33,11,201.0,2211.0,"2026-04-28, 2:57:41:628 PM",2026042801108283
NIMB,25,33,99,201.0,19899.0,"2026-04-28, 2:57:32:960 PM",2026042801108178
NIMB,6,33,90,201.0,18090.0,"2026-04-28, 2:57:27:912 PM",2026042801108116
NIMB,6,19,210,201.0,42210.0,"2026-04-28, 2:57:27:911 PM",2026042801108115
NIMB,58,51,135,200.6,27081.0,"2026-04-28, 2:56:29:998 PM",2026042801107248
NIMB,49,51,10,200.6,2006.0,"2026-04-28, 2:56:29:997 PM",2026042801107247
NIMB,58,19,45,201.0,9045.0,"2026-04-28, 2:55:11:171 PM",2026042801106214
NIMB,42,19,200,201.0,40200.0,"2026-04-28, 2:55:09:456 PM",2026042801106197
NIMB,44,19,10,201.0,2010.0,"2026-04-28, 2:54:44:114 PM",2026042801105948
NIMB,8,19,35,201.0,7035.0,"2026-04-28, 2:54:44:113 PM",2026042801105947
NIMB,8,25,15,201.0,3015.0,"2026-04-28, 2:54:30:674 PM",2026042801105798
NIMB,17,25,300,201.0,60300.0,"2026-04-28, 2:54:30:674 PM",2026042801105797
NIMB,17,69,470,201.8,94846.0,"2026-04-28, 2:54:09:635 PM",2026042801105611
NIMB,17,49,30,201.7,6051.0,"2026-04-28, 2:54:09:634 PM",2026042801105610
NIMB,64,49,10,201.7,2017.0,"2026-04-28, 2:52:44:353 PM",2026042801104718
NIMB,17,26,50,201.0,10050.0,"2026-04-28, 2:52:28:029 PM",2026042801104480
NIMB,17,91,150,201.0,30150.0,"2026-04-28, 2:52:28:029 PM",2026042801104479
NIMB,58,45,11,200.3,2203.3,"2026-04-28, 2:51:39:660 PM",2026042801103875
NIMB,58,25,300,200.3,60090.0,"2026-04-28, 2:51:37:926 PM",2026042801103858
NIMB,58,56,565,200.3,113169.5,"2026-04-28, 2:51:37:296 PM",2026042801103852
NIMB,51,56,130,200.4,26052.0,"2026-04-28, 2:51:31:575 PM",2026042801103796
NIMB,37,56,150,200.4,30060.0,"2026-04-28, 2:51:27:744 PM",2026042801103767
NIMB,50,56,100,200.4,20040.0,"2026-04-28, 2:51:27:743 PM",2026042801103766
NIMB,58,56,45,200.5,9022.5,"2026-04-28, 2:51:21:624 PM",2026042801103704
