Symbol,buyerMemberId,sellerMemberId,volume,rate,amount,transaction_time,Contract ID
RHGCL,41,74,247,300.0,74100.0,"2026-04-28, 2:59:58:778 PM",2026042805016534
RHGCL,41,60,53,299.0,15847.0,"2026-04-28, 2:59:58:778 PM",2026042805016533
RHGCL,45,60,10,299.0,2990.0,"2026-04-28, 2:59:58:449 PM",2026042805016530
RHGCL,49,60,10,299.0,2990.0,"2026-04-28, 2:59:53:027 PM",2026042805016429
RHGCL,36,45,50,296.2,14810.0,"2026-04-28, 2:59:43:847 PM",2026042805016369
RHGCL,34,45,50,296.3,14815.0,"2026-04-28, 2:59:43:847 PM",2026042805016368
RHGCL,36,34,194,296.2,57462.8,"2026-04-28, 2:58:20:339 PM",2026042805015941
RHGCL,64,34,306,298.0,91188.0,"2026-04-28, 2:58:20:339 PM",2026042805015940
RHGCL,64,46,100,298.0,29800.0,"2026-04-28, 2:57:16:763 PM",2026042805015707
RHGCL,34,60,927,299.0,277173.0,"2026-04-28, 2:55:49:915 PM",2026042805015442
RHGCL,34,56,173,299.0,51727.0,"2026-04-28, 2:55:49:915 PM",2026042805015441
RHGCL,64,17,30,298.0,8940.0,"2026-04-28, 2:55:15:240 PM",2026042805015344
RHGCL,64,49,874,298.0,260452.0,"2026-04-28, 2:55:13:769 PM",2026042805015338
RHGCL,64,45,520,297.0,154440.0,"2026-04-28, 2:55:13:769 PM",2026042805015337
RHGCL,64,38,170,296.3,50371.0,"2026-04-28, 2:55:13:768 PM",2026042805015336
RHGCL,47,38,20,296.3,5926.0,"2026-04-28, 2:55:03:104 PM",2026042805015308
RHGCL,101,38,2220,296.0,657120.0,"2026-04-28, 2:54:42:361 PM",2026042805015233
RHGCL,36,38,480,296.1,142128.0,"2026-04-28, 2:54:42:361 PM",2026042805015232
RHGCL,57,38,500,296.3,148150.0,"2026-04-28, 2:54:42:361 PM",2026042805015231
RHGCL,72,17,380,296.4,112632.0,"2026-04-28, 2:54:35:811 PM",2026042805015207
RHGCL,72,28,20,296.4,5928.0,"2026-04-28, 2:54:27:494 PM",2026042805015187
RHGCL,72,32,60,296.4,17784.0,"2026-04-28, 2:53:46:851 PM",2026042805015054
RHGCL,58,32,10,296.5,2965.0,"2026-04-28, 2:53:46:851 PM",2026042805015053
RHGCL,41,32,10,297.0,2970.0,"2026-04-28, 2:53:46:851 PM",2026042805015052
RHGCL,72,42,20,296.2,5924.0,"2026-04-28, 2:50:51:560 PM",2026042805014582
RHGCL,72,49,20,296.2,5924.0,"2026-04-28, 2:50:26:000 PM",2026042805014517
RHGCL,36,57,20,296.1,5922.0,"2026-04-28, 2:49:41:608 PM",2026042805014425
RHGCL,47,49,20,298.0,5960.0,"2026-04-28, 2:48:22:811 PM",2026042805014223
RHGCL,58,49,66,298.0,19668.0,"2026-04-28, 2:46:01:724 PM",2026042805013867
RHGCL,101,41,1630,296.0,482480.0,"2026-04-28, 2:45:15:221 PM",2026042805013746
RHGCL,51,41,100,296.0,29600.0,"2026-04-28, 2:45:15:221 PM",2026042805013745
RHGCL,34,41,50,296.1,14805.000000000002,"2026-04-28, 2:45:15:221 PM",2026042805013744
RHGCL,41,41,220,296.3,65186.0,"2026-04-28, 2:45:15:221 PM",2026042805013743
RHGCL,41,54,20,296.3,5926.0,"2026-04-28, 2:45:13:304 PM",2026042805013738
RHGCL,41,41,760,296.3,225188.0,"2026-04-28, 2:44:35:512 PM",2026042805013665
RHGCL,35,41,500,296.5,148250.0,"2026-04-28, 2:44:35:512 PM",2026042805013664
RHGCL,98,41,250,296.7,74175.0,"2026-04-28, 2:44:35:512 PM",2026042805013663
RHGCL,42,41,490,297.0,145530.0,"2026-04-28, 2:44:35:512 PM",2026042805013662
RHGCL,42,38,10,297.0,2970.0,"2026-04-28, 2:44:20:859 PM",2026042805013639
RHGCL,98,41,10,296.7,2967.0,"2026-04-28, 2:43:02:544 PM",2026042805013442
RHGCL,98,5,740,296.7,219558.0,"2026-04-28, 2:41:56:283 PM",2026042805013294
