stockSymbol,buyerMemberId,sellerMemberId,quantity,rate,amount,transaction_time,contractId
MFIL,34,48,100,772.0,77200.0,2026-04-28 14:59:59.199,2026042803008672
MFIL,57,51,300,773.0,231900.0,2026-04-28 14:59:49.534,2026042803008438
MFIL,57,51,40,773.0,30920.0,2026-04-28 14:59:49.534,2026042803008437
MFIL,16,57,60,775.5,46530.0,2026-04-28 14:59:33.371,2026042803008377
MFIL,16,96,750,775.0,581250.0,2026-04-28 14:59:33.371,2026042803008376
MFIL,16,45,40,775.0,31000.0,2026-04-28 14:59:33.371,2026042803008375
MFIL,16,38,250,774.0,193500.0,2026-04-28 14:59:33.371,2026042803008374
MFIL,16,63,400,774.0,309600.0,2026-04-28 14:59:33.371,2026042803008373
MFIL,57,63,300,774.0,232200.0,2026-04-28 14:59:31.855,2026042803008360
MFIL,45,63,130,774.0,100620.0,2026-04-28 14:58:47.358,2026042803008212
MFIL,57,45,10,773.0,7730.0,2026-04-28 14:58:33.319,2026042803008185
MFIL,39,63,100,774.0,77400.0,2026-04-28 14:58:26.048,2026042803008176
MFIL,35,63,70,774.0,54180.0,2026-04-28 14:58:26.048,2026042803008175
MFIL,35,41,30,774.0,23220.0,2026-04-28 14:58:14.498,2026042803008151
MFIL,42,41,100,774.5,77450.0,2026-04-28 14:58:02.486,2026042803008127
MFIL,17,63,447,775.0,346425.0,2026-04-28 14:57:52.946,2026042803008102
MFIL,49,63,200,775.0,155000.0,2026-04-28 14:56:47.098,2026042803007976
MFIL,54,63,100,775.0,77500.0,2026-04-28 14:56:47.098,2026042803007975
MFIL,49,63,10,775.0,7750.0,2026-04-28 14:56:47.098,2026042803007974
MFIL,49,63,50,775.0,38750.0,2026-04-28 14:56:47.098,2026042803007973
MFIL,34,63,50,775.0,38750.0,2026-04-28 14:56:47.097,2026042803007972
MFIL,57,63,121,775.0,93775.0,2026-04-28 14:56:47.097,2026042803007971
MFIL,17,63,11,775.1,8526.1,2026-04-28 14:56:47.097,2026042803007970
MFIL,17,63,11,775.2,8527.2,2026-04-28 14:56:47.097,2026042803007969
MFIL,57,58,40,775.0,31000.0,2026-04-28 14:56:03.170,2026042803007902
MFIL,57,29,10,775.0,7750.0,2026-04-28 14:55:47.034,2026042803007853
MFIL,57,65,49,775.0,37975.0,2026-04-28 14:55:46.430,2026042803007852
MFIL,57,6,280,775.0,217000.0,2026-04-28 14:55:31.163,2026042803007826
