stockSymbol,buyerMemberId,sellerMemberId,quantity,rate,amount,transaction_time,contractId
KEF,42,20,100,10.79,1079.0,2026-04-28 14:59:34.546,2026042805016273
KEF,56,57,300,10.73,3219.0,2026-04-28 14:53:10.369,2026042805014943
KEF,56,50,100,10.73,1073.0,2026-04-28 14:52:38.377,2026042805014836
KEF,56,26,500,10.73,5365.0,2026-04-28 14:49:51.106,2026042805014450
KEF,38,13,1000,10.72,10720.0,2026-04-28 14:35:33.719,2026042805012663
KEF,59,20,400,10.79,4316.0,2026-04-28 14:33:40.454,2026042805012531
KEF,59,56,100,10.77,1077.0,2026-04-28 13:49:38.745,2026042805009327
KEF,53,58,300,10.78,3234.0,2026-04-28 13:48:48.874,2026042805009274
KEF,53,58,100,10.78,1078.0,2026-04-28 13:31:37.564,2026042805008363
KEF,53,58,100,10.75,1075.0,2026-04-28 13:05:21.378,2026042805007130
KEF,53,47,200,10.75,2150.0,2026-04-28 12:47:24.178,2026042805006091
KEF,53,34,100,10.75,1075.0,2026-04-28 12:43:12.733,2026042805005900
KEF,42,45,100,10.76,1076.0,2026-04-28 12:15:31.645,2026042805004376
KEF,53,51,100,10.75,1075.0,2026-04-28 12:02:42.730,2026042805003719
KEF,33,19,100,10.72,1072.0,2026-04-28 12:00:57.145,2026042805003611
KEF,53,36,500,10.71,5355.0,2026-04-28 11:54:45.536,2026042805003225
KEF,53,77,500,10.71,5355.0,2026-04-28 11:37:39.362,2026042805001916
KEF,53,58,100,10.8,1080.0,2026-04-28 11:29:36.061,2026042805001423
KEF,17,28,100,10.7,1070.0,2026-04-28 11:25:33.057,2026042805001233
KEF,17,89,600,10.7,6420.0,2026-04-28 11:08:29.577,2026042805000266
