Symbol,buyerMemberId,sellerMemberId,volume,rate,amount,transaction_time,Contract ID
HURJA,19,96,10,260.0,2600.0,"2026-04-28, 2:59:57:456 PM",2026042804015021
HURJA,48,14,1650,258.0,425700.0,"2026-04-28, 2:59:46:476 PM",2026042804014919
HURJA,48,39,16,258.0,4128.0,"2026-04-28, 2:59:46:476 PM",2026042804014918
HURJA,45,39,490,258.0,126420.0,"2026-04-28, 2:59:37:354 PM",2026042804014832
HURJA,86,13,100,256.6,25660.000000000004,"2026-04-28, 2:59:33:256 PM",2026042804014786
HURJA,17,13,100,257.0,25700.0,"2026-04-28, 2:59:33:256 PM",2026042804014785
HURJA,22,13,200,257.0,51400.0,"2026-04-28, 2:59:33:256 PM",2026042804014784
HURJA,45,13,200,257.0,51400.0,"2026-04-28, 2:59:33:256 PM",2026042804014783
HURJA,49,13,100,257.1,25710.000000000004,"2026-04-28, 2:59:33:255 PM",2026042804014782
HURJA,70,39,94,258.0,24252.0,"2026-04-28, 2:59:32:637 PM",2026042804014748
HURJA,70,52,111,258.0,28638.0,"2026-04-28, 2:59:32:637 PM",2026042804014747
HURJA,70,14,145,258.0,37410.0,"2026-04-28, 2:59:32:636 PM",2026042804014746
HURJA,35,14,500,258.0,129000.0,"2026-04-28, 2:59:07:550 PM",2026042804014576
HURJA,14,63,394,256.0,100864.0,"2026-04-28, 2:58:32:352 PM",2026042804014353
HURJA,42,63,21,256.0,5376.0,"2026-04-28, 2:58:13:908 PM",2026042804014270
HURJA,58,63,45,256.0,11520.0,"2026-04-28, 2:58:03:400 PM",2026042804014233
HURJA,42,63,40,256.0,10240.0,"2026-04-28, 2:58:03:400 PM",2026042804014232
HURJA,49,14,1000,258.0,258000.0,"2026-04-28, 2:57:58:163 PM",2026042804014204
HURJA,58,14,20,258.0,5160.0,"2026-04-28, 2:57:52:528 PM",2026042804014171
HURJA,68,14,300,258.0,77400.0,"2026-04-28, 2:57:50:624 PM",2026042804014158
HURJA,58,14,500,258.0,129000.0,"2026-04-28, 2:57:40:451 PM",2026042804014110
HURJA,36,14,35,258.0,9030.0,"2026-04-28, 2:55:49:687 PM",2026042804013787
HURJA,41,45,500,255.1,127550.0,"2026-04-28, 2:55:48:538 PM",2026042804013784
HURJA,1,34,100,255.2,25520.0,"2026-04-28, 2:55:46:283 PM",2026042804013782
HURJA,49,35,500,255.0,127500.0,"2026-04-28, 2:54:42:970 PM",2026042804013498
HURJA,41,35,40,255.0,10200.0,"2026-04-28, 2:54:42:970 PM",2026042804013497
HURJA,28,35,1000,255.0,255000.0,"2026-04-28, 2:54:42:970 PM",2026042804013496
HURJA,48,35,1000,255.0,255000.0,"2026-04-28, 2:54:42:969 PM",2026042804013495
HURJA,39,35,100,255.0,25500.0,"2026-04-28, 2:54:42:969 PM",2026042804013494
HURJA,17,35,10,255.0,2550.0,"2026-04-28, 2:54:42:969 PM",2026042804013493
HURJA,50,35,20,255.0,5100.0,"2026-04-28, 2:54:42:969 PM",2026042804013492
HURJA,13,35,100,255.0,25500.0,"2026-04-28, 2:54:42:969 PM",2026042804013491
HURJA,57,35,300,255.0,76500.0,"2026-04-28, 2:54:42:969 PM",2026042804013490
HURJA,43,35,300,255.0,76500.0,"2026-04-28, 2:54:42:969 PM",2026042804013489
HURJA,21,35,1000,255.0,255000.0,"2026-04-28, 2:54:42:969 PM",2026042804013488
HURJA,13,35,500,255.0,127500.0,"2026-04-28, 2:54:42:969 PM",2026042804013487
HURJA,35,35,500,255.0,127500.0,"2026-04-28, 2:54:42:969 PM",2026042804013486
HURJA,32,35,100,255.0,25500.0,"2026-04-28, 2:54:42:969 PM",2026042804013485
HURJA,53,35,2000,255.0,510000.0,"2026-04-28, 2:54:42:969 PM",2026042804013484
HURJA,34,35,1000,255.0,255000.0,"2026-04-28, 2:54:42:969 PM",2026042804013483
HURJA,45,35,500,255.0,127500.0,"2026-04-28, 2:54:42:969 PM",2026042804013482
HURJA,50,35,200,255.0,51000.0,"2026-04-28, 2:54:42:968 PM",2026042804013481
HURJA,38,35,500,255.0,127500.0,"2026-04-28, 2:54:42:968 PM",2026042804013480
HURJA,53,35,100,255.0,25500.0,"2026-04-28, 2:54:42:968 PM",2026042804013479
HURJA,1,35,400,255.0,102000.0,"2026-04-28, 2:54:42:968 PM",2026042804013478
HURJA,59,35,100,255.0,25500.0,"2026-04-28, 2:54:42:968 PM",2026042804013477
HURJA,59,35,100,255.0,25500.0,"2026-04-28, 2:54:42:968 PM",2026042804013476
HURJA,45,35,150,255.0,38250.0,"2026-04-28, 2:54:42:968 PM",2026042804013475
HURJA,38,35,100,255.0,25500.0,"2026-04-28, 2:54:42:968 PM",2026042804013474
HURJA,50,35,500,255.0,127500.0,"2026-04-28, 2:54:42:968 PM",2026042804013473
HURJA,6,35,500,255.0,127500.0,"2026-04-28, 2:54:42:968 PM",2026042804013472
HURJA,46,35,96,255.0,24480.0,"2026-04-28, 2:54:42:968 PM",2026042804013471
HURJA,44,35,500,255.0,127500.0,"2026-04-28, 2:54:42:968 PM",2026042804013470
HURJA,32,35,1900,255.0,484500.0,"2026-04-28, 2:54:42:968 PM",2026042804013469
HURJA,52,35,100,255.0,25500.0,"2026-04-28, 2:54:42:967 PM",2026042804013468
