symbol,buyer_member_id,seller_member_id,volume,price,amount,transaction_time,contract_id
AHL,7,64,196,505.0,98980.0,2026-04-28 14:59:58.120,2026042805016511
AHL,34,64,200,505.0,101000.0,2026-04-28 14:59:58.120,2026042805016510
AHL,57,64,50,505.1,25255.0,2026-04-28 14:59:58.120,2026042805016509
AHL,58,64,20,510.0,10200.0,2026-04-28 14:59:58.120,2026042805016508
AHL,49,64,10,510.0,5100.0,2026-04-28 14:59:58.120,2026042805016507
AHL,58,64,19,510.0,9690.0,2026-04-28 14:59:58.120,2026042805016506
AHL,16,64,100,510.0,51000.0,2026-04-28 14:59:58.120,2026042805016505
AHL,57,64,50,510.1,25505.0,2026-04-28 14:59:58.120,2026042805016504
AHL,18,64,50,510.2,25510.0,2026-04-28 14:59:58.120,2026042805016503
AHL,6,64,100,510.2,51020.0,2026-04-28 14:59:58.120,2026042805016502
AHL,56,64,390,511.0,199290.0,2026-04-28 14:59:58.119,2026042805016501
AHL,77,64,115,512.1,58891.5,2026-04-28 14:59:58.119,2026042805016500
AHL,56,34,10,520.0,5200.0,2026-04-28 14:59:47.996,2026042805016384
AHL,56,11,85,519.0,44115.0,2026-04-28 14:59:47.995,2026042805016383
AHL,56,42,114,515.0,58710.0,2026-04-28 14:59:28.320,2026042805016227
AHL,56,36,180,512.0,92160.0,2026-04-28 14:59:28.319,2026042805016226
AHL,58,36,20,512.0,10240.0,2026-04-28 14:59:21.324,2026042805016171
AHL,56,81,400,511.0,204400.0,2026-04-28 14:52:03.136,2026042805014750
AHL,56,35,210,511.0,107310.0,2026-04-28 14:50:08.682,2026042805014487
AHL,56,35,300,511.0,153300.0,2026-04-28 14:50:08.681,2026042805014486
AHL,10,35,50,511.0,25550.0,2026-04-28 14:50:08.681,2026042805014485
AHL,74,35,10,511.1,5111.0,2026-04-28 14:50:08.681,2026042805014484
AHL,17,35,31,511.2,15847.2,2026-04-28 14:50:08.681,2026042805014483
AHL,17,56,10,511.2,5112.0,2026-04-28 14:46:08.721,2026042805013891
