Symbol,buyerMemberId,sellerMemberId,volume,rate,amount,transaction_time,Contract ID
EHPL,19,57,20,394.1,7882.0,"2026-04-28, 2:59:59:431 PM",2026042805016546
EHPL,11,5,2,395.0,790.0,"2026-04-28, 2:59:54:399 PM",2026042805016441
EHPL,36,57,50,396.0,19800.0,"2026-04-28, 2:59:35:733 PM",2026042805016278
EHPL,36,10,150,396.0,59400.0,"2026-04-28, 2:58:25:899 PM",2026042805015949
EHPL,29,45,10,397.0,3970.0,"2026-04-28, 2:57:53:140 PM",2026042805015838
EHPL,19,39,22,394.1,8670.2,"2026-04-28, 2:57:38:874 PM",2026042805015777
EHPL,57,39,100,394.2,39420.0,"2026-04-28, 2:57:38:874 PM",2026042805015776
EHPL,34,39,58,394.2,22863.6,"2026-04-28, 2:57:38:874 PM",2026042805015775
EHPL,22,39,10,394.3,3943.0,"2026-04-28, 2:57:38:874 PM",2026042805015774
EHPL,14,38,28,395.0,11060.0,"2026-04-28, 2:57:29:149 PM",2026042805015737
EHPL,87,39,100,396.0,39600.0,"2026-04-28, 2:57:07:852 PM",2026042805015656
EHPL,29,39,10,396.0,3960.0,"2026-04-28, 2:56:19:324 PM",2026042805015521
EHPL,62,40,20,394.3,7886.0,"2026-04-28, 2:55:41:220 PM",2026042805015418
EHPL,62,69,30,394.3,11829.0,"2026-04-28, 2:55:14:011 PM",2026042805015340
EHPL,57,69,100,394.4,39440.0,"2026-04-28, 2:55:02:994 PM",2026042805015307
EHPL,38,69,20,395.0,7900.0,"2026-04-28, 2:54:43:343 PM",2026042805015235
EHPL,52,69,125,395.0,49375.0,"2026-04-28, 2:54:27:196 PM",2026042805015185
EHPL,17,69,50,395.0,19750.0,"2026-04-28, 2:54:27:196 PM",2026042805015184
EHPL,57,38,10,397.0,3970.0,"2026-04-28, 2:51:47:061 PM",2026042805014719
EHPL,41,19,10,397.4,3974.0,"2026-04-28, 2:44:35:176 PM",2026042805013660
EHPL,11,41,108,395.0,42660.0,"2026-04-28, 2:43:24:993 PM",2026042805013559
EHPL,13,41,500,395.0,197500.0,"2026-04-28, 2:43:23:755 PM",2026042805013556
EHPL,45,41,500,395.0,197500.0,"2026-04-28, 2:43:23:755 PM",2026042805013555
EHPL,41,41,50,395.0,19750.0,"2026-04-28, 2:43:23:755 PM",2026042805013554
EHPL,35,41,300,395.0,118500.0,"2026-04-28, 2:43:23:755 PM",2026042805013553
EHPL,21,41,500,395.0,197500.0,"2026-04-28, 2:43:23:755 PM",2026042805013552
EHPL,34,41,100,395.0,39500.0,"2026-04-28, 2:43:23:755 PM",2026042805013551
EHPL,4,41,55,395.0,21725.0,"2026-04-28, 2:43:23:755 PM",2026042805013550
EHPL,42,41,100,395.1,39510.0,"2026-04-28, 2:43:23:755 PM",2026042805013549
EHPL,17,41,40,395.1,15804.0,"2026-04-28, 2:43:23:755 PM",2026042805013548
EHPL,46,41,25,395.1,9877.5,"2026-04-28, 2:43:23:754 PM",2026042805013547
EHPL,19,41,200,395.2,79040.0,"2026-04-28, 2:43:23:754 PM",2026042805013546
EHPL,4,41,120,395.3,47436.0,"2026-04-28, 2:43:23:754 PM",2026042805013545
EHPL,3,41,1007,395.4,398167.8,"2026-04-28, 2:43:23:754 PM",2026042805013544
EHPL,42,41,20,395.4,7908.0,"2026-04-28, 2:43:23:753 PM",2026042805013543
EHPL,74,41,200,395.5,79100.0,"2026-04-28, 2:43:23:753 PM",2026042805013542
EHPL,38,41,50,395.6,19780.0,"2026-04-28, 2:43:23:753 PM",2026042805013541
EHPL,19,41,20,396.0,7920.0,"2026-04-28, 2:43:23:753 PM",2026042805013540
EHPL,58,41,20,396.0,7920.0,"2026-04-28, 2:43:23:752 PM",2026042805013539
EHPL,65,34,100,397.5,39750.0,"2026-04-28, 2:42:04:580 PM",2026042805013305
EHPL,87,69,150,397.9,59685.0,"2026-04-28, 2:36:42:604 PM",2026042805012751
EHPL,4,69,15,397.9,5968.5,"2026-04-28, 2:36:08:178 PM",2026042805012723
