symbol,buyer_member_id,seller_member_id,volume,price,amount,transaction_time,contract_id
SADBL,21,45,10,416.0,4160.0,2026-04-28 14:59:44.653,2026042803008415
SADBL,59,35,200,414.1,82820.0,2026-04-28 14:59:33.918,2026042803008381
SADBL,21,45,10,416.0,4160.0,2026-04-28 14:59:19.100,2026042803008309
SADBL,58,49,50,414.0,20700.0,2026-04-28 14:57:42.563,2026042803008086
SADBL,17,44,217,413.1,89642.70000000001,2026-04-28 14:54:53.042,2026042803007768
SADBL,39,44,100,413.2,41320.0,2026-04-28 14:54:53.042,2026042803007767
SADBL,36,44,100,413.3,41330.0,2026-04-28 14:54:53.042,2026042803007766
SADBL,11,44,270,413.6,111672.0,2026-04-28 14:54:53.042,2026042803007765
SADBL,17,44,50,413.6,20680.0,2026-04-28 14:54:53.042,2026042803007764
SADBL,58,44,20,413.7,8274.0,2026-04-28 14:54:53.042,2026042803007763
SADBL,49,44,50,413.8,20690.0,2026-04-28 14:54:53.042,2026042803007762
SADBL,17,44,25,413.8,10345.0,2026-04-28 14:54:53.042,2026042803007761
SADBL,47,49,200,414.0,82800.0,2026-04-28 14:53:42.009,2026042803007651
SADBL,58,19,10,413.3,4133.0,2026-04-28 14:49:44.526,2026042803007370
SADBL,14,19,40,413.4,16536.0,2026-04-28 14:49:44.526,2026042803007369
SADBL,57,19,50,414.0,20700.0,2026-04-28 14:49:24.750,2026042803007341
SADBL,45,19,66,414.0,27324.0,2026-04-28 14:49:24.749,2026042803007340
SADBL,6,19,15,414.0,6210.0,2026-04-28 14:49:24.749,2026042803007339
SADBL,47,19,62,414.0,25668.0,2026-04-28 14:49:24.749,2026042803007338
SADBL,47,19,438,414.0,181332.0,2026-04-28 14:47:49.195,2026042803007243
SADBL,47,19,62,414.2,25680.4,2026-04-28 14:47:49.195,2026042803007242
SADBL,47,19,438,414.2,181419.6,2026-04-28 14:46:33.371,2026042803007186
SADBL,77,19,62,414.3,25686.6,2026-04-28 14:46:33.370,2026042803007185
SADBL,77,10,108,414.0,44712.0,2026-04-28 14:37:44.761,2026042803006791
SADBL,50,83,250,415.0,103750.0,2026-04-28 14:30:31.774,2026042803006466
SADBL,11,83,25,415.0,10375.0,2026-04-28 14:30:31.774,2026042803006465
SADBL,14,83,44,415.0,18260.0,2026-04-28 14:30:31.774,2026042803006464
SADBL,17,83,2000,415.0,830000.0,2026-04-28 14:30:31.774,2026042803006463
