Symbol,buyerMemberId,sellerMemberId,volume,rate,amount,transaction_time,Contract ID
PMLI,29,38,10,469.0,4690.0,"2026-04-28, 2:58:06:852 PM",2026042803008131
PMLI,17,14,45,467.4,21033.0,"2026-04-28, 2:56:11:621 PM",2026042803007916
PMLI,57,14,59,467.5,27582.5,"2026-04-28, 2:56:11:621 PM",2026042803007915
PMLI,49,14,400,467.6,187040.0,"2026-04-28, 2:56:11:621 PM",2026042803007914
PMLI,25,14,53,468.0,24804.0,"2026-04-28, 2:56:11:621 PM",2026042803007913
PMLI,58,58,10,469.5,4695.0,"2026-04-28, 2:52:21:356 PM",2026042803007539
PMLI,48,17,13,467.3,6074.900000000001,"2026-04-28, 2:48:10:468 PM",2026042803007276
PMLI,58,32,1,460.0,460.0,"2026-04-28, 2:45:26:766 PM",2026042803007155
PMLI,58,43,1,460.0,460.0,"2026-04-28, 2:45:22:736 PM",2026042803007150
PMLI,58,54,1,460.0,460.0,"2026-04-28, 2:45:14:273 PM",2026042803007142
PMLI,48,44,13,467.3,6074.900000000001,"2026-04-28, 2:41:35:027 PM",2026042803006975
PMLI,48,22,13,467.3,6074.900000000001,"2026-04-28, 2:41:08:601 PM",2026042803006949
PMLI,48,57,164,467.3,76637.2,"2026-04-28, 2:39:42:059 PM",2026042803006878
PMLI,45,57,30,467.5,14025.0,"2026-04-28, 2:39:42:059 PM",2026042803006877
PMLI,57,57,100,467.7,46770.0,"2026-04-28, 2:39:42:059 PM",2026042803006876
PMLI,48,57,100,467.8,46780.0,"2026-04-28, 2:39:42:059 PM",2026042803006875
PMLI,6,57,19,468.0,8892.0,"2026-04-28, 2:39:42:059 PM",2026042803006874
PMLI,57,57,87,468.0,40716.0,"2026-04-28, 2:39:42:058 PM",2026042803006873
PMLI,57,42,13,468.0,6084.0,"2026-04-28, 2:31:27:252 PM",2026042803006492
PMLI,19,34,2,455.9,911.8,"2026-04-28, 2:27:14:363 PM",2026042803006344
PMLI,57,41,13,469.0,6097.0,"2026-04-28, 2:26:07:922 PM",2026042803006302
PMLI,48,58,297,467.3,138788.1,"2026-04-28, 2:25:15:047 PM",2026042803006267
PMLI,48,46,13,467.3,6074.900000000001,"2026-04-28, 2:19:58:699 PM",2026042803006042
PMLI,17,25,18,467.4,8413.199999999999,"2026-04-28, 2:16:56:259 PM",2026042803005912
PMLI,19,19,1,455.0,455.0,"2026-04-28, 2:16:34:835 PM",2026042803005896
PMLI,19,49,1,454.0,454.0,"2026-04-28, 2:15:28:028 PM",2026042803005854
PMLI,17,42,13,467.4,6076.2,"2026-04-28, 2:14:19:925 PM",2026042803005773
PMLI,19,14,1,455.9,455.9,"2026-04-28, 2:13:11:388 PM",2026042803005736
PMLI,57,58,13,469.9,6108.7,"2026-04-28, 2:12:12:725 PM",2026042803005673
PMLI,48,89,114,467.5,53295.0,"2026-04-28, 2:10:21:812 PM",2026042803005561
PMLI,17,44,13,467.4,6076.2,"2026-04-28, 2:10:16:421 PM",2026042803005559
PMLI,42,89,40,467.5,18700.0,"2026-04-28, 2:09:31:097 PM",2026042803005521
PMLI,19,49,1,455.9,455.9,"2026-04-28, 2:09:08:484 PM",2026042803005491
PMLI,39,89,100,467.5,46750.0,"2026-04-28, 2:08:48:415 PM",2026042803005483
PMLI,45,89,305,467.5,142587.5,"2026-04-28, 2:08:48:414 PM",2026042803005482
PMLI,48,58,12,467.8,5613.6,"2026-04-28, 2:08:20:329 PM",2026042803005471
PMLI,58,89,50,467.9,23395.0,"2026-04-28, 2:08:00:141 PM",2026042803005457
PMLI,16,48,20,468.0,9360.0,"2026-04-28, 2:07:31:065 PM",2026042803005430
PMLI,57,48,200,468.0,93600.0,"2026-04-28, 2:07:31:065 PM",2026042803005429
PMLI,58,48,19,468.0,8892.0,"2026-04-28, 2:07:31:065 PM",2026042803005428
PMLI,45,48,37,468.0,17316.0,"2026-04-28, 2:07:31:065 PM",2026042803005427
PMLI,34,48,24,468.1,11234.4,"2026-04-28, 2:07:31:065 PM",2026042803005426
PMLI,49,89,17,468.2,7959.4,"2026-04-28, 2:07:07:465 PM",2026042803005403
PMLI,57,89,74,468.8,34691.200000000004,"2026-04-28, 2:05:43:058 PM",2026042803005338
PMLI,19,1,1,455.0,455.0,"2026-04-28, 2:04:53:155 PM",2026042803005288
PMLI,57,48,200,469.0,93800.0,"2026-04-28, 2:04:41:963 PM",2026042803005282
PMLI,57,48,100,469.0,46900.0,"2026-04-28, 2:04:41:963 PM",2026042803005281
PMLI,19,47,1,455.1,455.1,"2026-04-28, 2:04:32:719 PM",2026042803005278
PMLI,48,38,100,469.1,46910.0,"2026-04-28, 2:03:52:248 PM",2026042803005240
PMLI,49,38,77,470.0,36190.0,"2026-04-28, 2:03:37:898 PM",2026042803005228
PMLI,49,57,13,470.0,6110.0,"2026-04-28, 2:03:32:630 PM",2026042803005217
PMLI,49,42,10,470.0,4700.0,"2026-04-28, 2:02:51:020 PM",2026042803005140
PMLI,19,58,1,455.9,455.9,"2026-04-28, 2:02:26:870 PM",2026042803005131
PMLI,48,94,10,470.0,4700.0,"2026-04-28, 2:01:13:945 PM",2026042803005086
PMLI,19,35,1,456.0,456.0,"2026-04-28, 1:56:18:633 PM",2026042803004952
PMLI,57,35,13,470.0,6110.0,"2026-04-28, 1:56:09:277 PM",2026042803004949
PMLI,57,58,13,470.0,6110.0,"2026-04-28, 1:56:09:277 PM",2026042803004948
PMLI,57,35,13,470.0,6110.0,"2026-04-28, 1:56:09:277 PM",2026042803004947
PMLI,48,58,13,469.1,6098.3,"2026-04-28, 1:51:15:157 PM",2026042803004822
PMLI,19,43,1,455.1,455.1,"2026-04-28, 1:50:06:657 PM",2026042803004775
PMLI,48,58,11,469.1,5160.1,"2026-04-28, 1:49:48:584 PM",2026042803004750
PMLI,48,48,13,469.1,6098.3,"2026-04-28, 1:48:31:773 PM",2026042803004729
PMLI,48,48,530,469.1,248623.0,"2026-04-28, 1:48:31:773 PM",2026042803004728
PMLI,57,48,64,469.1,30022.4,"2026-04-28, 1:48:12:730 PM",2026042803004720
PMLI,57,41,13,469.1,6098.3,"2026-04-28, 1:48:08:675 PM",2026042803004719
PMLI,57,57,23,469.1,10789.3,"2026-04-28, 1:47:25:261 PM",2026042803004703
PMLI,6,51,1,466.0,466.0,"2026-04-28, 1:43:24:580 PM",2026042803004612
PMLI,6,5,1,467.0,467.0,"2026-04-28, 1:43:15:123 PM",2026042803004606
PMLI,6,21,1,460.0,460.0,"2026-04-28, 1:42:45:094 PM",2026042803004591
PMLI,6,35,1,456.0,456.0,"2026-04-28, 1:42:34:264 PM",2026042803004581
PMLI,6,57,1,460.0,460.0,"2026-04-28, 1:41:04:308 PM",2026042803004556
PMLI,6,22,1,465.0,465.0,"2026-04-28, 1:40:55:067 PM",2026042803004551
PMLI,6,59,2,465.0,930.0,"2026-04-28, 1:40:23:242 PM",2026042803004538
PMLI,6,42,1,455.0,455.0,"2026-04-28, 1:40:07:658 PM",2026042803004532
PMLI,57,17,13,468.8,6094.400000000001,"2026-04-28, 1:40:03:456 PM",2026042803004530
PMLI,57,58,13,470.0,6110.0,"2026-04-28, 1:33:40:499 PM",2026042803004397
