symbol,buyer_member_id,seller_member_id,volume,price,amount,transaction_time,contract_id
LICN,34,56,10,818.0,8180.0,2026-04-28 14:59:15.413,2026042803008295
LICN,34,54,20,815.0,16300.0,2026-04-28 14:59:15.413,2026042803008294
LICN,34,67,40,814.9,32596.0,2026-04-28 14:59:15.413,2026042803008293
LICN,28,56,290,810.2,234958.0,2026-04-28 14:57:51.736,2026042803008100
LICN,58,56,50,810.5,40525.0,2026-04-28 14:57:51.736,2026042803008099
LICN,49,56,10,811.0,8110.0,2026-04-28 14:57:51.736,2026042803008098
LICN,28,58,350,810.2,283570.0,2026-04-28 14:56:29.569,2026042803007939
LICN,28,56,40,810.2,32408.0,2026-04-28 14:56:12.976,2026042803007920
LICN,43,56,50,810.2,40510.0,2026-04-28 14:56:12.975,2026042803007919
LICN,36,56,50,811.0,40550.0,2026-04-28 14:53:32.211,2026042803007643
LICN,65,21,100,811.0,81100.0,2026-04-28 14:50:14.925,2026042803007398
LICN,1,56,260,811.1,210886.0,2026-04-28 14:49:31.890,2026042803007353
LICN,1,21,90,811.1,72999.0,2026-04-28 14:44:37.492,2026042803007112
LICN,16,21,10,811.2,8112.0,2026-04-28 14:44:37.492,2026042803007111
LICN,28,65,10,810.1,8101.0,2026-04-28 14:41:00.371,2026042803006942
LICN,28,65,245,810.1,198474.5,2026-04-28 14:40:34.531,2026042803006922
LICN,34,65,65,810.2,52663.0,2026-04-28 14:40:34.531,2026042803006921
LICN,34,65,50,810.3,40515.0,2026-04-28 14:40:34.531,2026042803006920
LICN,53,65,50,810.4,40520.0,2026-04-28 14:40:34.531,2026042803006919
LICN,58,65,50,810.5,40525.0,2026-04-28 14:40:34.531,2026042803006918
LICN,58,5,50,810.5,40525.0,2026-04-28 14:40:23.810,2026042803006908
LICN,70,81,110,810.5,89155.0,2026-04-28 14:29:41.788,2026042803006411
LICN,59,81,300,810.6,243180.0,2026-04-28 14:29:41.788,2026042803006410
LICN,16,81,70,810.7,56749.0,2026-04-28 14:29:41.788,2026042803006409
LICN,22,81,20,810.7,16214.0,2026-04-28 14:29:41.787,2026042803006408
LICN,58,8,10,819.8,8198.0,2026-04-28 14:20:01.426,2026042803006043
LICN,34,95,135,810.2,109377.0,2026-04-28 14:15:29.013,2026042803005870
LICN,58,95,51,810.3,41325.3,2026-04-28 14:15:29.013,2026042803005869
LICN,34,95,200,810.5,162100.0,2026-04-28 14:15:29.013,2026042803005868
LICN,59,95,10,810.6,8106.0,2026-04-28 14:15:29.013,2026042803005867
LICN,11,95,20,811.0,16220.0,2026-04-28 14:15:29.012,2026042803005866
LICN,48,95,250,811.0,202750.0,2026-04-28 14:15:29.012,2026042803005865
LICN,59,95,60,811.0,48660.0,2026-04-28 14:15:29.012,2026042803005864
LICN,58,95,30,811.0,24330.0,2026-04-28 14:15:29.012,2026042803005863
LICN,34,95,14,811.0,11354.0,2026-04-28 14:15:29.012,2026042803005862
LICN,26,95,500,811.5,405750.0,2026-04-28 14:15:29.012,2026042803005861
LICN,83,95,30,812.0,24360.0,2026-04-28 14:15:29.012,2026042803005860
LICN,38,95,135,812.0,109620.0,2026-04-28 14:15:29.012,2026042803005859
LICN,45,95,100,812.0,81200.0,2026-04-28 14:15:29.012,2026042803005858
LICN,92,95,500,812.1,406050.0,2026-04-28 14:15:29.012,2026042803005857
LICN,59,95,18,812.1,14617.8,2026-04-28 14:15:29.012,2026042803005856
LICN,74,95,30,812.2,24366.0,2026-04-28 14:15:29.012,2026042803005855
LICN,59,26,12,812.1,9745.2,2026-04-28 14:12:17.906,2026042803005677
LICN,33,26,150,813.0,121950.0,2026-04-28 14:12:17.906,2026042803005676
LICN,34,26,38,813.0,30894.0,2026-04-28 14:12:17.906,2026042803005675
LICN,34,57,62,813.0,50406.0,2026-04-28 14:09:11.257,2026042803005496
LICN,45,57,55,813.0,44715.0,2026-04-28 14:09:11.257,2026042803005495
LICN,28,57,30,815.1,24453.0,2026-04-28 14:09:11.257,2026042803005494
LICN,17,57,40,816.0,32640.0,2026-04-28 14:09:11.257,2026042803005493
LICN,17,57,40,816.0,32640.0,2026-04-28 14:09:11.257,2026042803005492
LICN,13,8,20,813.1,16262.0,2026-04-28 13:37:10.447,2026042803004474
LICN,4,8,100,814.0,81400.0,2026-04-28 13:37:10.447,2026042803004473
LICN,58,8,12,814.0,9768.0,2026-04-28 13:37:10.447,2026042803004472
LICN,14,67,200,814.1,162820.0,2026-04-28 13:35:07.692,2026042803004435
LICN,45,58,145,813.0,117885.0,2026-04-28 12:39:03.725,2026042803002887
LICN,7,58,10,813.0,8130.0,2026-04-28 12:39:03.725,2026042803002886
LICN,60,52,200,815.1,163020.0,2026-04-28 12:36:43.325,2026042803002810
LICN,4,58,50,816.1,40805.0,2026-04-28 12:35:33.901,2026042803002788
LICN,35,57,50,822.0,41100.0,2026-04-28 12:35:04.057,2026042803002782
LICN,32,57,23,822.0,18906.0,2026-04-28 12:35:04.057,2026042803002781
LICN,32,36,100,822.0,82200.0,2026-04-28 12:27:04.015,2026042803002607
LICN,32,7,30,822.0,24660.0,2026-04-28 12:25:39.686,2026042803002557
LICN,32,83,87,822.0,71514.0,2026-04-28 12:25:28.100,2026042803002553
LICN,57,19,8,805.0,6440.0,2026-04-28 12:09:55.884,2026042803002137
LICN,19,65,10,824.0,8240.0,2026-04-28 11:57:46.029,2026042803001688
LICN,60,65,18,824.0,14832.0,2026-04-28 11:56:47.368,2026042803001664
LICN,60,42,100,824.0,82400.0,2026-04-28 11:56:47.368,2026042803001663
LICN,45,50,135,830.0,112050.0,2026-04-28 11:24:38.902,2026042803000531
LICN,45,7,10,829.9,8299.0,2026-04-28 11:24:38.902,2026042803000530
LICN,45,65,100,826.5,82650.0,2026-04-28 11:24:38.902,2026042803000529
LICN,45,58,55,825.0,45375.0,2026-04-28 11:24:38.902,2026042803000528
LICN,45,65,100,825.0,82500.0,2026-04-28 11:24:38.901,2026042803000527
LICN,45,8,100,824.0,82400.0,2026-04-28 11:24:38.901,2026042803000526
LICN,58,6,49,810.1,39694.9,2026-04-28 11:09:01.127,2026042803000173
