stockSymbol,buyerMemberId,sellerMemberId,quantity,rate,amount,transaction_time,contractId
KPCL,65,3,10,494.0,4940.0,2026-04-28 14:59:55.116,2026042804014982
KPCL,62,39,250,493.2,123300.0,2026-04-28 14:59:11.083,2026042804014595
KPCL,62,75,498,493.2,245613.6,2026-04-28 14:58:55.534,2026042804014458
KPCL,58,75,22,493.3,10852.6,2026-04-28 14:58:55.534,2026042804014457
KPCL,42,75,50,493.5,24675.0,2026-04-28 14:58:55.534,2026042804014456
KPCL,71,75,30,493.6,14808.0,2026-04-28 14:58:55.534,2026042804014455
KPCL,62,99,149,493.2,73486.8,2026-04-28 14:56:29.116,2026042804013924
KPCL,52,6,15,493.1,7396.5,2026-04-28 14:53:01.541,2026042804013120
KPCL,52,7,100,493.1,49310.0,2026-04-28 14:50:10.221,2026042804012582
KPCL,5,58,34,493.3,16772.2,2026-04-28 14:49:34.666,2026042804012472
KPCL,18,58,400,493.5,197400.0,2026-04-28 14:49:34.666,2026042804012471
KPCL,65,58,500,493.5,246750.0,2026-04-28 14:49:34.666,2026042804012470
KPCL,49,58,46,493.7,22710.2,2026-04-28 14:49:34.666,2026042804012469
KPCL,65,58,520,494.0,256880.0,2026-04-28 14:49:34.665,2026042804012468
KPCL,65,14,200,494.0,98800.0,2026-04-28 14:48:43.830,2026042804012351
KPCL,65,38,1266,494.0,625404.0,2026-04-28 14:47:59.157,2026042804012260
KPCL,65,38,14,493.6,6910.400000000001,2026-04-28 14:44:34.614,2026042804011902
KPCL,19,3,29,494.0,14326.0,2026-04-28 14:42:35.365,2026042804011637
KPCL,38,3,170,494.0,83980.0,2026-04-28 14:42:35.365,2026042804011636
KPCL,38,19,90,494.0,44460.0,2026-04-28 14:42:32.419,2026042804011634
KPCL,38,21,300,494.0,148200.0,2026-04-28 14:40:07.608,2026042804011340
KPCL,42,39,2,494.0,988.0,2026-04-28 14:38:29.777,2026042804011121
KPCL,6,58,1500,494.2,741300.0,2026-04-28 14:36:53.691,2026042804010999
KPCL,58,35,2,500.0,1000.0,2026-04-28 14:32:03.835,2026042804010640
KPCL,38,58,140,494.0,69160.0,2026-04-28 14:28:14.789,2026042804010339
KPCL,39,43,690,493.9,340791.0,2026-04-28 14:27:44.824,2026042804010325
KPCL,42,43,10,493.9,4939.0,2026-04-28 14:27:02.132,2026042804010277
KPCL,42,13,1,485.0,485.0,2026-04-28 14:25:38.246,2026042804010173
KPCL,44,58,120,494.0,59280.0,2026-04-28 14:25:27.484,2026042804010168
KPCL,38,58,500,494.0,247000.0,2026-04-28 14:25:27.484,2026042804010167
KPCL,38,58,240,494.5,118680.0,2026-04-28 14:25:27.484,2026042804010166
KPCL,38,89,80,494.5,39560.0,2026-04-28 14:25:26.286,2026042804010165
KPCL,38,58,680,494.5,336260.0,2026-04-28 14:24:56.200,2026042804010118
KPCL,6,58,1320,494.5,652740.0,2026-04-28 14:24:56.200,2026042804010117
KPCL,42,51,4,494.0,1976.0,2026-04-28 14:23:28.408,2026042804010012
KPCL,6,56,15,494.5,7417.5,2026-04-28 14:23:15.236,2026042804009987
KPCL,6,56,15,494.5,7417.5,2026-04-28 14:19:52.797,2026042804009756
KPCL,6,74,650,494.5,321425.0,2026-04-28 14:14:57.021,2026042804009264
KPCL,42,68,3,479.2,1437.6,2026-04-28 14:10:51.178,2026042804008841
KPCL,89,74,70,494.0,34580.0,2026-04-28 14:09:55.630,2026042804008740
KPCL,50,74,30,494.0,14820.0,2026-04-28 14:09:55.630,2026042804008739
KPCL,50,42,170,494.0,83980.0,2026-04-28 14:09:15.015,2026042804008681
KPCL,50,42,150,494.0,74100.0,2026-04-28 14:09:15.014,2026042804008680
KPCL,34,42,19,494.1,9387.9,2026-04-28 14:09:15.014,2026042804008679
KPCL,58,42,31,494.1,15317.1,2026-04-28 14:09:15.014,2026042804008678
KPCL,46,42,30,494.2,14826.0,2026-04-28 14:09:15.014,2026042804008677
KPCL,42,44,1,481.0,481.0,2026-04-28 13:57:25.547,2026042804007662
KPCL,58,3,469,494.1,231732.9,2026-04-28 13:55:14.106,2026042804007411
KPCL,45,3,31,496.0,15376.0,2026-04-28 13:55:14.106,2026042804007410
KPCL,45,89,29,496.0,14384.0,2026-04-28 13:53:46.715,2026042804007303
KPCL,26,41,50,497.0,24850.0,2026-04-28 13:52:55.698,2026042804007253
KPCL,45,41,200,496.0,99200.0,2026-04-28 13:49:17.322,2026042804007085
KPCL,42,16,1,490.0,490.0,2026-04-28 13:48:37.050,2026042804007068
KPCL,39,53,230,496.0,114080.0,2026-04-28 13:47:42.744,2026042804007041
KPCL,58,53,285,496.0,141360.0,2026-04-28 13:40:40.032,2026042804006718
KPCL,58,45,100,495.9,49590.0,2026-04-28 13:40:40.032,2026042804006717
KPCL,49,36,15,495.0,7425.0,2026-04-28 13:40:38.385,2026042804006714
KPCL,38,53,10,496.0,4960.0,2026-04-28 13:32:52.799,2026042804006298
KPCL,59,53,100,496.0,49600.0,2026-04-28 13:31:26.758,2026042804006249
KPCL,57,41,20,497.0,9940.0,2026-04-28 13:29:24.559,2026042804006174
KPCL,26,41,20,497.0,9940.0,2026-04-28 13:26:35.907,2026042804006080
KPCL,26,34,50,497.0,24850.0,2026-04-28 13:26:35.907,2026042804006079
KPCL,39,53,200,495.0,99000.0,2026-04-28 13:07:26.366,2026042804005356
KPCL,45,53,100,495.0,49500.0,2026-04-28 13:05:44.115,2026042804005229
KPCL,98,35,15,494.5,7417.5,2026-04-28 12:57:11.747,2026042804004712
KPCL,98,57,30,494.5,14835.0,2026-04-28 12:55:20.675,2026042804004619
KPCL,29,56,130,495.0,64350.0,2026-04-28 12:45:17.767,2026042804004227
KPCL,98,37,110,494.0,54340.0,2026-04-28 12:43:54.567,2026042804004171
KPCL,98,44,15,494.0,7410.0,2026-04-28 12:43:29.255,2026042804004157
KPCL,39,56,219,495.0,108405.0,2026-04-28 12:40:11.055,2026042804004068
KPCL,39,38,341,494.0,168454.0,2026-04-28 12:39:12.978,2026042804004033
KPCL,58,38,34,494.0,16796.0,2026-04-28 12:38:14.311,2026042804003992
KPCL,35,38,100,494.0,49400.0,2026-04-28 12:33:49.015,2026042804003841
KPCL,5,99,30,493.3,14799.0,2026-04-28 12:33:16.921,2026042804003816
KPCL,5,99,20,493.3,9866.0,2026-04-28 12:32:41.806,2026042804003808
KPCL,58,38,125,494.0,61750.0,2026-04-28 12:32:41.330,2026042804003807
KPCL,5,37,10,493.3,4933.0,2026-04-28 12:29:02.165,2026042804003636
KPCL,57,56,105,496.0,52080.0,2026-04-28 12:25:52.768,2026042804003535
KPCL,57,46,95,496.0,47120.0,2026-04-28 12:25:52.768,2026042804003534
KPCL,28,56,150,494.0,74100.0,2026-04-28 12:25:14.950,2026042804003521
KPCL,39,25,72,495.0,35640.0,2026-04-28 12:15:58.755,2026042804003106
KPCL,42,13,1,485.0,485.0,2026-04-28 12:06:20.158,2026042804002741
KPCL,42,39,2,480.2,960.4,2026-04-28 12:05:57.185,2026042804002719
KPCL,39,33,245,495.0,121275.0,2026-04-28 12:04:14.009,2026042804002677
KPCL,34,33,25,495.0,12375.0,2026-04-28 12:02:08.218,2026042804002591
KPCL,5,33,50,495.0,24750.0,2026-04-28 12:02:08.218,2026042804002590
KPCL,58,33,20,495.0,9900.0,2026-04-28 12:02:08.218,2026042804002589
KPCL,96,33,10,495.1,4951.0,2026-04-28 12:02:08.218,2026042804002588
KPCL,66,33,50,495.1,24755.0,2026-04-28 12:02:08.218,2026042804002587
KPCL,58,33,100,495.1,49510.0,2026-04-28 12:02:08.218,2026042804002586
KPCL,32,8,16,497.9,7966.4,2026-04-28 11:49:01.310,2026042804001918
KPCL,60,89,10,497.0,4970.0,2026-04-28 11:48:33.146,2026042804001908
KPCL,60,89,10,497.0,4970.0,2026-04-28 11:45:40.746,2026042804001745
KPCL,60,6,50,497.0,24850.0,2026-04-28 11:45:34.001,2026042804001739
KPCL,57,46,190,497.0,94430.0,2026-04-28 11:37:08.719,2026042804001330
KPCL,57,89,10,497.0,4970.0,2026-04-28 11:36:17.759,2026042804001292
KPCL,39,58,35,495.0,17325.0,2026-04-28 11:12:33.046,2026042804000363
KPCL,21,58,10,495.0,4950.0,2026-04-28 11:10:21.170,2026042804000281
KPCL,58,58,100,495.0,49500.0,2026-04-28 11:07:48.283,2026042804000192
KPCL,57,58,50,495.0,24750.0,2026-04-28 11:05:19.426,2026042804000134
