symbol,buyer_member_id,seller_member_id,volume,price,amount,transaction_time,contract_id
NICBF,50,58,100,9.47,947.0,2026-04-28 14:29:44.625,2026042805012255
NICBF,42,44,5000,9.48,47400.0,2026-04-28 13:59:17.963,2026042805009909
