contractId,stockSymbol,buyerMemberId,sellerMemberId,quantity,price,amount,businessDate,tradeBookId,stockId,buyerBrokerName,sellerBrokerName,transaction_time,securityName
2026041003000633,MDB,70,58,50,622.0,31100.0,2026-04-10,185911402,371,Infinity Securities Limited,Naasa Securities Co. Ltd.,2026-04-10T11:27:01.284886,Miteri Development Bank Limited
2026041003001556,MDB,21,21,40,625.0,25000.0,2026-04-10,185923338,371,Midas Stock Broking Company Private Limited,Midas Stock Broking Company Private Limited,2026-04-10T12:06:26.111855,Miteri Development Bank Limited
2026041003001557,MDB,59,21,80,624.0,49920.0,2026-04-10,185923340,371,Deevyaa Securities & Stock House Pvt. Ltd,Midas Stock Broking Company Private Limited,2026-04-10T12:06:26.111939,Miteri Development Bank Limited
2026041003001558,MDB,58,21,75,623.0,46725.0,2026-04-10,185923341,371,Naasa Securities Co. Ltd.,Midas Stock Broking Company Private Limited,2026-04-10T12:06:26.111983,Miteri Development Bank Limited
2026041003001738,MDB,58,36,20,623.0,12460.0,2026-04-10,185927104,371,Naasa Securities Co. Ltd.,Secured Securities Ltd.,2026-04-10T12:10:45.011131,Miteri Development Bank Limited
2026041003001739,MDB,26,36,50,623.0,31150.0,2026-04-10,185927106,371,Asian Securities Private Ltd.,Secured Securities Ltd.,2026-04-10T12:10:45.011298,Miteri Development Bank Limited
2026041003001740,MDB,70,36,250,622.0,155500.0,2026-04-10,185927110,371,Infinity Securities Limited,Secured Securities Ltd.,2026-04-10T12:10:45.011406,Miteri Development Bank Limited
2026041003001741,MDB,34,36,20,622.0,12440.0,2026-04-10,185927112,371,Vision Securities Pvt. Ltd,Secured Securities Ltd.,2026-04-10T12:10:45.011508,Miteri Development Bank Limited
2026041003001742,MDB,14,36,100,622.0,62200.0,2026-04-10,185927114,371,Nepal Stock House (PVT) Ltd.,Secured Securities Ltd.,2026-04-10T12:10:45.011605,Miteri Development Bank Limited
2026041003001743,MDB,14,36,50,622.0,31100.0,2026-04-10,185927116,371,Nepal Stock House (PVT) Ltd.,Secured Securities Ltd.,2026-04-10T12:10:45.011701,Miteri Development Bank Limited
2026041003001750,MDB,64,36,10,621.1,6211.0,2026-04-10,185927443,371,SUN SECURITIES PVT LTD,Secured Securities Ltd.,2026-04-10T12:11:07.224194,Miteri Development Bank Limited
2026041003001752,MDB,64,41,40,621.1,24844.0,2026-04-10,185927522,371,SUN SECURITIES PVT LTD,Linch Stock Market Ltd.,2026-04-10T12:11:12.480258,Miteri Development Bank Limited
2026041003001753,MDB,13,41,80,620.1,49608.0,2026-04-10,185927523,371,Thrive Brokerage House Pvt. Ltd,Linch Stock Market Ltd.,2026-04-10T12:11:12.480356,Miteri Development Bank Limited
2026041003002088,MDB,13,58,150,620.1,93015.0,2026-04-10,185932973,371,Thrive Brokerage House Pvt. Ltd,Naasa Securities Co. Ltd.,2026-04-10T12:16:12.700241,Miteri Development Bank Limited
2026041003002193,MDB,13,38,70,620.1,43407.0,2026-04-10,185934673,371,Thrive Brokerage House Pvt. Ltd,Dipshikha Dhitopatra Karobar Co. Pvt Ltd.,2026-04-10T12:17:39.9959,Miteri Development Bank Limited
2026041003002194,MDB,26,38,20,620.1,12402.0,2026-04-10,185934675,371,Asian Securities Private Ltd.,Dipshikha Dhitopatra Karobar Co. Pvt Ltd.,2026-04-10T12:17:39.995983,Miteri Development Bank Limited
2026041003002224,MDB,38,75,500,620.0,310000.0,2026-04-10,185935624,371,Dipshikha Dhitopatra Karobar Co. Pvt Ltd.,N.I.M.B. Stock Markets Limited,2026-04-10T12:18:28.986818,Miteri Development Bank Limited
2026041003002321,MDB,58,4,62,618.0,38316.0,2026-04-10,185937467,371,Naasa Securities Co. Ltd.,Opal Securities Investment (PVT) Ltd.,2026-04-10T12:19:56.849476,Miteri Development Bank Limited
2026041003002615,MDB,58,75,38,618.0,23484.0,2026-04-10,185942948,371,Naasa Securities Co. Ltd.,N.I.M.B. Stock Markets Limited,2026-04-10T12:23:56.130941,Miteri Development Bank Limited
2026041003002616,MDB,49,75,1862,618.0,1150716.0,2026-04-10,185942949,371,Online Securities Pvt. Ltd.,N.I.M.B. Stock Markets Limited,2026-04-10T12:23:56.13101,Miteri Development Bank Limited
2026041003002626,MDB,49,42,67,618.0,41406.0,2026-04-10,185943284,371,Online Securities Pvt. Ltd.,Sani Securities Company Ltd.,2026-04-10T12:24:14.630434,Miteri Development Bank Limited
2026041003002627,MDB,70,42,300,616.0,184800.0,2026-04-10,185943286,371,Infinity Securities Limited,Sani Securities Company Ltd.,2026-04-10T12:24:14.630581,Miteri Development Bank Limited
2026041003002628,MDB,58,42,100,616.0,61600.0,2026-04-10,185943288,371,Naasa Securities Co. Ltd.,Sani Securities Company Ltd.,2026-04-10T12:24:14.63067,Miteri Development Bank Limited
2026041003002629,MDB,1,42,33,616.0,20328.0,2026-04-10,185943289,371,Kumari Securities Private Limited,Sani Securities Company Ltd.,2026-04-10T12:24:14.630759,Miteri Development Bank Limited
2026041003002659,MDB,1,4,27,616.0,16632.0,2026-04-10,185943815,371,Kumari Securities Private Limited,Opal Securities Investment (PVT) Ltd.,2026-04-10T12:24:41.441915,Miteri Development Bank Limited
2026041003003340,MDB,74,4,90,616.1,55449.0,2026-04-10,185958711,371,KALASH STOCK MARKET PVT. LTD.,Opal Securities Investment (PVT) Ltd.,2026-04-10T12:41:31.554309,Miteri Development Bank Limited
2026041003003890,MDB,70,75,200,616.2,123240.0,2026-04-10,185972154,371,Infinity Securities Limited,N.I.M.B. Stock Markets Limited,2026-04-10T13:07:23.84396,Miteri Development Bank Limited
2026041003003891,MDB,26,75,40,616.1,24644.0,2026-04-10,185972156,371,Asian Securities Private Ltd.,N.I.M.B. Stock Markets Limited,2026-04-10T13:07:23.844078,Miteri Development Bank Limited
2026041003003892,MDB,74,75,100,616.1,61610.0,2026-04-10,185972158,371,KALASH STOCK MARKET PVT. LTD.,N.I.M.B. Stock Markets Limited,2026-04-10T13:07:23.844119,Miteri Development Bank Limited
2026041003003893,MDB,26,75,25,616.1,15402.5,2026-04-10,185972160,371,Asian Securities Private Ltd.,N.I.M.B. Stock Markets Limited,2026-04-10T13:07:23.844179,Miteri Development Bank Limited
2026041003003894,MDB,1,75,40,616.0,24640.0,2026-04-10,185972162,371,Kumari Securities Private Limited,N.I.M.B. Stock Markets Limited,2026-04-10T13:07:23.844218,Miteri Development Bank Limited
2026041003003895,MDB,7,75,312,616.0,192192.0,2026-04-10,185972164,371,J.F. Securites (PVT) Ltd.,N.I.M.B. Stock Markets Limited,2026-04-10T13:07:23.844256,Miteri Development Bank Limited
2026041003003896,MDB,32,75,85,615.5,52317.5,2026-04-10,185972166,371,Premier Securities Company Ltd.,N.I.M.B. Stock Markets Limited,2026-04-10T13:07:23.844295,Miteri Development Bank Limited
2026041003003897,MDB,74,75,100,615.0,61500.0,2026-04-10,185972168,371,KALASH STOCK MARKET PVT. LTD.,N.I.M.B. Stock Markets Limited,2026-04-10T13:07:23.844331,Miteri Development Bank Limited
2026041003003898,MDB,45,75,137,615.0,84255.0,2026-04-10,185972170,371,Imperial Securities Company Pvt. Ltd.,N.I.M.B. Stock Markets Limited,2026-04-10T13:07:23.844367,Miteri Development Bank Limited
2026041003003899,MDB,25,75,16,615.0,9840.0,2026-04-10,185972172,371,Sweta Securities Private Limited,N.I.M.B. Stock Markets Limited,2026-04-10T13:07:23.844401,Miteri Development Bank Limited
2026041003003903,MDB,14,75,100,614.0,61400.0,2026-04-10,185972232,371,Nepal Stock House (PVT) Ltd.,N.I.M.B. Stock Markets Limited,2026-04-10T13:07:34.586516,Miteri Development Bank Limited
2026041003003990,MDB,17,75,500,611.4,305700.0,2026-04-10,185974022,371,ABC Securities Private Limited,N.I.M.B. Stock Markets Limited,2026-04-10T13:12:15.835267,Miteri Development Bank Limited
2026041003003991,MDB,6,75,300,611.3,183390.0,2026-04-10,185974024,371,Agrawal Securities (PVT) Ltd.,N.I.M.B. Stock Markets Limited,2026-04-10T13:12:15.835435,Miteri Development Bank Limited
2026041003003992,MDB,42,75,800,611.2,488960.0,2026-04-10,185974026,371,Sani Securities Company Ltd.,N.I.M.B. Stock Markets Limited,2026-04-10T13:12:15.835541,Miteri Development Bank Limited
2026041003003993,MDB,37,75,150,611.0,91650.0,2026-04-10,185974028,371,Swarna Laxmi Securities Pvt. Ltd.,N.I.M.B. Stock Markets Limited,2026-04-10T13:12:15.835639,Miteri Development Bank Limited
