contractId,stockSymbol,buyerMemberId,sellerMemberId,quantity,price,amount,businessDate,tradeBookId,stockId,buyerBrokerName,sellerBrokerName,transaction_time,securityName
2026041003000011,SADBL,42,1,20,433.0,8660.0,2026-04-10,185886186,472,Sani Securities Company Ltd.,Kumari Securities Private Limited,2026-04-10T11:00:35.076076,Shangrila Development Bank Ltd.
2026041003000058,SADBL,42,21,369,433.0,159777.0,2026-04-10,185888220,472,Sani Securities Company Ltd.,Midas Stock Broking Company Private Limited,2026-04-10T11:02:43.260597,Shangrila Development Bank Ltd.
2026041003000059,SADBL,42,1,111,433.0,48063.0,2026-04-10,185888284,472,Sani Securities Company Ltd.,Kumari Securities Private Limited,2026-04-10T11:02:46.128353,Shangrila Development Bank Ltd.
2026041003000137,SADBL,33,1,100,433.0,43300.0,2026-04-10,185891168,472,Dakshinkali Investment & Securities Pvt. Ltd.,Kumari Securities Private Limited,2026-04-10T11:06:12.832336,Shangrila Development Bank Ltd.
2026041003000138,SADBL,33,21,1000,433.0,433000.0,2026-04-10,185891186,472,Dakshinkali Investment & Securities Pvt. Ltd.,Midas Stock Broking Company Private Limited,2026-04-10T11:06:14.089353,Shangrila Development Bank Ltd.
2026041003000140,SADBL,33,74,900,433.0,389700.0,2026-04-10,185891383,472,Dakshinkali Investment & Securities Pvt. Ltd.,KALASH STOCK MARKET PVT. LTD.,2026-04-10T11:06:22.815804,Shangrila Development Bank Ltd.
2026041003000197,SADBL,43,1,26,432.9,11255.4,2026-04-10,185895028,472,South Asian Bulls Pvt. Ltd.,Kumari Securities Private Limited,2026-04-10T11:09:55.24735,Shangrila Development Bank Ltd.
2026041003000198,SADBL,43,62,25,433.0,10825.0,2026-04-10,185895030,472,South Asian Bulls Pvt. Ltd.,Capital Max Securities Ltd,2026-04-10T11:09:55.24751,Shangrila Development Bank Ltd.
2026041003000199,SADBL,43,16,449,434.0,194866.0,2026-04-10,185895033,472,South Asian Bulls Pvt. Ltd.,Primo Securities (PVT) Ltd.,2026-04-10T11:09:55.247616,Shangrila Development Bank Ltd.
2026041003000200,SADBL,43,16,51,434.0,22134.0,2026-04-10,185895281,472,South Asian Bulls Pvt. Ltd.,Primo Securities (PVT) Ltd.,2026-04-10T11:10:11.760935,Shangrila Development Bank Ltd.
2026041003000222,SADBL,51,4,110,430.2,47322.0,2026-04-10,185896058,472,Oxford Securities Pvt. Ltd.,Opal Securities Investment (PVT) Ltd.,2026-04-10T11:11:02.260875,Shangrila Development Bank Ltd.
2026041003000229,SADBL,51,4,50,430.2,21510.0,2026-04-10,185896496,472,Oxford Securities Pvt. Ltd.,Opal Securities Investment (PVT) Ltd.,2026-04-10T11:11:45.448409,Shangrila Development Bank Ltd.
2026041003000237,SADBL,51,71,55,430.2,23661.0,2026-04-10,185896812,472,Oxford Securities Pvt. Ltd.,SHUBHAKAMANA SECURITIES PVT. LTD,2026-04-10T11:12:10.206698,Shangrila Development Bank Ltd.
2026041003000271,SADBL,51,4,35,430.2,15057.0,2026-04-10,185897609,472,Oxford Securities Pvt. Ltd.,Opal Securities Investment (PVT) Ltd.,2026-04-10T11:12:50.50608,Shangrila Development Bank Ltd.
2026041003000272,SADBL,58,4,20,430.0,8600.0,2026-04-10,185897610,472,Naasa Securities Co. Ltd.,Opal Securities Investment (PVT) Ltd.,2026-04-10T11:12:50.50619,Shangrila Development Bank Ltd.
2026041003000311,SADBL,58,50,150,430.0,64500.0,2026-04-10,185899350,472,Naasa Securities Co. Ltd.,Cristal Kanchanjanga Securites Pvt. Ltd.,2026-04-10T11:14:51.161959,Shangrila Development Bank Ltd.
2026041003000456,SADBL,14,45,80,426.4,34112.0,2026-04-10,185905469,472,Nepal Stock House (PVT) Ltd.,Imperial Securities Company Pvt. Ltd.,2026-04-10T11:21:26.297453,Shangrila Development Bank Ltd.
2026041003000457,SADBL,38,45,250,426.3,106575.0,2026-04-10,185905471,472,Dipshikha Dhitopatra Karobar Co. Pvt Ltd.,Imperial Securities Company Pvt. Ltd.,2026-04-10T11:21:26.297628,Shangrila Development Bank Ltd.
2026041003000458,SADBL,21,45,470,426.2,200314.0,2026-04-10,185905472,472,Midas Stock Broking Company Private Limited,Imperial Securities Company Pvt. Ltd.,2026-04-10T11:21:26.297751,Shangrila Development Bank Ltd.
2026041003000474,SADBL,21,38,20,426.2,8524.0,2026-04-10,185906342,472,Midas Stock Broking Company Private Limited,Dipshikha Dhitopatra Karobar Co. Pvt Ltd.,2026-04-10T11:22:12.360003,Shangrila Development Bank Ltd.
2026041003000502,SADBL,21,14,100,427.0,42700.0,2026-04-10,185907371,472,Midas Stock Broking Company Private Limited,Nepal Stock House (PVT) Ltd.,2026-04-10T11:23:11.929084,Shangrila Development Bank Ltd.
2026041003000503,SADBL,21,14,10,426.2,4262.0,2026-04-10,185907373,472,Midas Stock Broking Company Private Limited,Nepal Stock House (PVT) Ltd.,2026-04-10T11:23:11.929265,Shangrila Development Bank Ltd.
2026041003000504,SADBL,21,14,190,426.2,80978.0,2026-04-10,185907374,472,Midas Stock Broking Company Private Limited,Nepal Stock House (PVT) Ltd.,2026-04-10T11:23:11.929421,Shangrila Development Bank Ltd.
